"Log-ratio"	"p-value"	"minFDR"	"MSU Locus"	"Gene"	"Measure"	"Description"
5.419999778270721	9.992694088248534E-9	6.252587316399724E-7	"LOC_Os03g02050"	"LOC_Os03g02050"	"LOC_Os03g02050"	"LTPL151 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
5.325084775686264	4.640212868854178E-8	1.8175757173777226E-6	"LOC_Os01g54030"	"LOC_Os01g54030"	"LOC_Os01g54030"	"NADP-dependent malic enzyme, putative, expressed"
5.29690158367157	9.053756972850599E-6	9.158511490987823E-5	"LOC_Os05g47700"	"LOC_Os05g47700"	"LOC_Os05g47700"	"LTPL152 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
5.2372153997421265	7.451496549838072E-5	5.217292405559861E-4	"LOC_Os07g48450"	"LOC_Os07g48450"	"LOC_Os07g48450"	"no apical meristem protein, putative, expressed"
5.109824478626251	3.6392252323278204E-8	1.5362540591385472E-6	"LOC_Os04g54310"	"LOC_Os04g54310"	"LOC_Os04g54310"	"expressed protein"
5.042562961578369	6.076147913803408E-11	2.5723587006396816E-8	"LOC_Os03g61150"	"LOC_Os03g61150"	"LOC_Os03g61150"	"expressed protein"
5.033494591712952	2.0578494865840264E-6	2.8103156624864684E-5	"LOC_Os03g18130"	"LOC_Os03g18130"	"LOC_Os03g18130"	"asparagine synthetase, putative, expressed"
5.0070929527282715	1.6871132434789016E-10	4.763655103562044E-8	"LOC_Os03g51920"	"LOC_Os03g51920"	"LOC_Os03g51920"	"peptidase, M50 family, putative, expressed"
5.001532077789307	9.52553016332153E-12	1.2685768279271904E-8	"LOC_Os08g39370"	"LOC_Os08g39370"	"LOC_Os08g39370"	"citrate transporter, putative, expressed"
4.860263042151928	1.495735683977683E-8	8.378158587517754E-7	"LOC_Os03g51350"	"LOC_Os03g51350"	"LOC_Os03g51350"	"expressed protein"
4.857647702097893	6.426850681801093E-9	4.631195270152905E-7	"LOC_Os02g15860"	"LOC_Os02g15860"	"LOC_Os02g15860"	"expressed protein"
4.8416337966918945	2.7034441336624095E-9	2.742110164867469E-7	"LOC_Os11g26570"	"LOC_Os11g26570"	"LOC_Os11g26570"	"dehydrin, putative, expressed"
4.814334981143475	7.14932216540181E-9	4.958692043634021E-7	"LOC_Os02g43330"	"LOC_Os02g43330"	"LOC_Os02g43330"	"homeobox associated leucine zipper, putative, expressed"
4.808155298233032	5.051852678800907E-11	2.2287710470937224E-8	"LOC_Os04g45810"	"LOC_Os04g45810"	"LOC_Os04g45810"	"homeobox associated leucine zipper, putative, expressed"
4.8062660694122314	4.792965146615875E-7	9.339162568666304E-6	"LOC_Os01g03390"	"LOC_Os01g03390"	"LOC_Os01g03390"	"BBTI7 - Bowman-Birk type bran trypsin inhibitor precursor, expressed"
4.7609546184539795	0.0054218163030745736	0.021305003271560242	"LOC_Os06g32610"	"LOC_Os06g32610"	"LOC_Os06g32610"	"expressed protein"
4.7583394050598145	1.406157421234041E-7	3.7973498607449185E-6	"LOC_Os04g54300"	"LOC_Os04g54300"	"LOC_Os04g54300"	"wound induced protein, putative, expressed"
4.754431962966919	1.9758473854810817E-6	2.7231738119132883E-5	"LOC_Os04g25440"	"LOC_Os04g25440"	"LOC_Os04g25440"	"cytokinin-O-glucosyltransferase 2, putative, expressed"
4.74058473110199	4.812224502299564E-9	3.8417133969596056E-7	"LOC_Os01g58640"	"LOC_Os01g58640"	"LOC_Os01g58640"	"nucleotide pyrophosphatase/phosphodiesterase, putative, expressed"
4.728508174419403	6.508497980733926E-8	2.258147080865234E-6	"LOC_Os06g13720"	"LOC_Os06g13720"	"LOC_Os06g13720"	"dehydrogenase E1 component domain containing protein, expressed"
4.701853960752487	4.048862987659586E-6	4.803168568887308E-5	"LOC_Os02g15930"	"LOC_Os02g15930"	"LOC_Os02g15930"	"expressed protein"
4.667536616325378	2.4552434523748493E-9	2.580706719746482E-7	"LOC_Os06g35960"	"LOC_Os06g35960"	"LOC_Os06g35960"	"HSF-type DNA-binding domain containing protein, expressed"
4.5749785006046295	3.277171303627266E-10	7.2673441099273E-8	"LOC_Os10g39920"	"LOC_Os10g39920"	"LOC_Os10g39920"	"expressed protein"
4.569724023342133	3.4714032560534375E-8	1.489185806220181E-6	"LOC_Os10g36180"	"LOC_Os10g36180"	"LOC_Os10g36180"	"expressed protein"
4.550846599042416	6.923641929341817E-8	2.343971571426286E-6	"LOC_Os04g38680"	"LOC_Os04g38680"	"LOC_Os04g38680"	"transmembrane amino acid transporter protein, putative, expressed"
4.531157612800598	2.3333195615174778E-9	2.507552181736378E-7	"LOC_Os01g68650"	"LOC_Os01g68650"	"LOC_Os01g68650"	"plant-specific domain TIGR01615 family protein, expressed"
4.519223213195801	3.38220154111972E-5	2.70649955325962E-4	"LOC_Os01g06310"	"LOC_Os01g06310"	"LOC_Os01g06310"	"glycine-rich cell wall structural protein precursor, putative, expressed"
4.4763103723526	9.725518365480204E-9	6.138794062259131E-7	"LOC_Os03g43720"	"LOC_Os03g43720"	"LOC_Os03g43720"	"transporter family protein, putative, expressed"
4.476118564605713	5.9099567427929916E-6	6.46393807421555E-5	"LOC_Os03g08470"	"LOC_Os03g08470"	"LOC_Os03g08470"	"AP2 domain containing protein, expressed"
4.4502012729644775	1.0483488606243374E-9	1.5099105651713825E-7	"LOC_Os11g02240"	"LOC_Os11g02240"	"LOC_Os11g02240"	"CAMK_KIN1/SNF1/Nim1_like.4 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
4.428906559944153	3.0269583526941025E-8	1.3700418842129074E-6	"LOC_Os08g02180"	"LOC_Os08g02180"	"LOC_Os08g02180"	"expressed protein"
4.376783132553101	5.190131832696109E-7	9.960110136078723E-6	"LOC_Os05g31020"	"LOC_Os05g31020"	"LOC_Os05g31020"	"eukaryotic peptide chain release factor subunit 1-1, putative, expressed"
4.372452139854431	7.266614956215182E-8	2.4209727030595447E-6	"LOC_Os02g57840"	"LOC_Os02g57840"	"LOC_Os02g57840"	"remorin C-terminal domain containing protein, putative, expressed"
4.366880178451538	2.948129912507461E-4	0.0016889286617415625	"LOC_Os03g07200"	"LOC_Os03g07200"	"LOC_Os03g07200"	"expressed protein"
4.3454203605651855	8.166693968058778E-9	5.455476034353373E-7	"LOC_Os06g21210"	"LOC_Os06g21210"	"LOC_Os06g21210"	"glycine rich protein family protein, putative, expressed"
4.32504415512085	3.428839066096378E-10	7.335548109755499E-8	"LOC_Os01g32780"	"LOC_Os01g32780"	"LOC_Os01g32780"	"universal stress protein domain containing protein, putative, expressed"
4.305854856967926	1.0863873480375603E-6	1.7332571956966207E-5	"LOC_Os12g31860"	"LOC_Os12g31860"	"LOC_Os12g31860"	"ureide permease, putative, expressed"
4.293216943740845	1.425331913169902E-6	2.122903736488164E-5	"LOC_Os03g17200"	"LOC_Os03g17200"	"LOC_Os03g17200"	"plant-specific domain TIGR01589 family protein, expressed"
4.290395677089691	2.965651822688315E-7	6.548809230374744E-6	"LOC_Os03g45210"	"LOC_Os03g45210"	"LOC_Os03g45210"	"2-aminoethanethiol dioxygenase, putative, expressed"
4.271489858627319	1.0951275511075289E-4	7.235023001579248E-4	"LOC_Os11g25330"	"LOC_Os11g25330"	"LOC_Os11g25330"	"nucleoside-triphosphatase, putative, expressed"
4.262539863586426	1.508321178324581E-8	8.406483673662212E-7	"LOC_Os11g02389"	"LOC_Os11g02389"	"LOC_Os11g02389"	"protease inhibitor/seed storage/LTP family, putative, expressed"
4.22121524810791	8.589061228828517E-5	5.900421803354545E-4	"LOC_Os04g58734"	"LOC_Os04g58734"	"LOC_Os04g58734"	"expressed protein"
4.220212459564209	1.616096545130466E-5	1.4676888060565133E-4	"LOC_Os01g42860"	"LOC_Os01g42860"	"LOC_Os01g42860"	"inhibitor I family protein, putative, expressed"
4.21150416880846	1.838500534245984E-10	4.909750338927571E-8	"LOC_Os06g21910"	"LOC_Os06g21910"	"LOC_Os06g21910"	"late embryogenesis abundant group 1, putative, expressed"
4.185643672943115	3.417234244938692E-5	2.7332656807990544E-4	"LOC_Os07g46950"	"LOC_Os07g46950"	"LOC_Os07g46950"	"ligA, putative, expressed"
4.172094106674194	0.0025051975663979696	0.010889632898036891	"LOC_Os05g12630"	"LOC_Os05g12630"	"LOC_Os05g12630"	"expressed protein"
4.1657774448394775	5.170423231918936E-11	2.2573206093352754E-8	"LOC_Os11g24510"	"LOC_Os11g24510"	"LOC_Os11g24510"	"OsSCP56 - Putative Serine Carboxypeptidase homologue, expressed"
4.162664413452148	7.169930898786981E-8	2.4002088165332264E-6	"LOC_Os10g38080"	"LOC_Os10g38080"	"LOC_Os10g38080"	"OsSub61 - Putative Subtilisin homologue, expressed"
4.156067363917828	5.750138417015857E-10	1.0478252231911678E-7	"LOC_Os05g49730"	"LOC_Os05g49730"	"LOC_Os05g49730"	"protein phosphatase 2C, putative, expressed"
4.154715895652771	1.7551799787700866E-8	9.407046453991288E-7	"LOC_Os01g50400"	"LOC_Os01g50400"	"LOC_Os01g50400"	"STE_MEKK_ste11_MAP3K.5 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
4.140806198120117	4.359576603168381E-12	8.441145192152977E-9	"LOC_Os04g48270"	"LOC_Os04g48270"	"LOC_Os04g48270"	"OsFBX148 - F-box domain containing protein, expressed"
4.1272873878479	2.985343022676517E-10	6.800092215566205E-8	"LOC_Os03g19290"	"LOC_Os03g19290"	"LOC_Os03g19290"	"mitochondrial import inner membrane translocase subunit Tim17, putative, expressed"
4.091313481330872	4.801576013124818E-6	5.493292946544999E-5	"LOC_Os02g36490"	"LOC_Os02g36490"	"LOC_Os02g36490"	"expressed protein"
4.072453618049622	1.3722865508854039E-8	7.846558515785682E-7	"LOC_Os12g05210"	"LOC_Os12g05210"	"LOC_Os12g05210"	"expressed protein"
4.055543661117554	3.2979900288661504E-7	7.0379510229041795E-6	"LOC_Os04g43200"	"LOC_Os04g43200"	"LOC_Os04g43200"	"caleosin related protein, putative, expressed"
4.04324346780777	2.404087710611896E-5	2.0347359476406663E-4	"LOC_Os06g48200"	"LOC_Os06g48200"	"LOC_Os06g48200"	"glycosyl hydrolases family 16, putative, expressed"
4.042894437909126	1.3563862032711419E-6	2.0446972379897864E-5	"LOC_Os01g62600"	"LOC_Os01g62600"	"LOC_Os01g62600"	"laccase precursor protein, putative, expressed"
4.036583304405212	1.7758172299396712E-7	4.475529268865394E-6	"LOC_Os07g48680"	"LOC_Os07g48680"	"LOC_Os07g48680"	"zinc finger, C3HC4 type domain containing protein, expressed"
4.02936053276062	7.253368762284239E-8	2.418486645364139E-6	"LOC_Os08g01910"	"LOC_Os08g01910"	"LOC_Os08g01910"	"expressed protein"
4.026767611503601	9.893433443751566E-8	2.947075923912691E-6	"LOC_Os02g13800"	"LOC_Os02g13800"	"LOC_Os02g13800"	"HSF-type DNA-binding domain containing protein, expressed"
4.014959037303925	3.2657353050528674E-7	6.983341740070193E-6	"LOC_Os06g36560"	"LOC_Os06g36560"	"LOC_Os06g36560"	"inositol oxygenase, putative, expressed"
4.013745546340942	0.0010172645725223545	0.004938217857958589	"LOC_Os05g02070"	"LOC_Os05g02070"	"LOC_Os05g02070"	"expressed protein"
4.00413179397583	7.982354139943492E-8	2.56365077941235E-6	"LOC_Os01g03730"	"LOC_Os01g03730"	"LOC_Os01g03730"	"nuclease PA3, putative, expressed"
4.000865459442139	4.159099034252039E-10	8.340486063328778E-8	"LOC_Os08g01370"	"LOC_Os08g01370"	"LOC_Os08g01370"	"expressed protein"
4.000448226928711	1.479024971715805E-4	9.334725934718948E-4	"LOC_Os11g25260"	"LOC_Os11g25260"	"LOC_Os11g25260"	"nucleoside-triphosphatase, putative, expressed"
3.9857321679592133	2.2672806253017528E-4	0.0013499966695219075	"LOC_Os01g27449"	"LOC_Os01g27449"	"LOC_Os01g27449"	"expressed protein"
3.948083758354187	9.142178980248024E-7	1.5314428673867114E-5	"LOC_Os03g22790"	"LOC_Os03g22790"	"LOC_Os03g22790"	"beta-amylase, putative, expressed"
3.9360262155532837	1.4983096249728838E-8	8.378158587517754E-7	"LOC_Os06g49660"	"LOC_Os06g49660"	"LOC_Os06g49660"	"transferase family protein, putative, expressed"
3.8965412378311157	3.508519089702893E-7	7.393114735426226E-6	"LOC_Os07g41320"	"LOC_Os07g41320"	"LOC_Os07g41320"	"COBRA-like protein precursor, putative, expressed"
3.8948044776916504	9.132845391104696E-10	1.4028987016905306E-7	"LOC_Os04g59540"	"LOC_Os04g59540"	"LOC_Os04g59540"	"phosphatidylinositol-4-phosphate 5-Kinase, putative, expressed"
3.8908290937542915	6.924070922083902E-6	7.328324759757082E-5	"LOC_Os04g49980"	"LOC_Os04g49980"	"LOC_Os04g49980"	"late embryogenesis abundant group 1, putative, expressed"
3.880750894546509	5.922418839958053E-13	2.7798436539110048E-9	"LOC_Os12g02200"	"LOC_Os12g02200"	"LOC_Os12g02200"	"CAMK_KIN1/SNF1/Nim1_like.6 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
3.877122163772583	4.8651630266921555E-6	5.550046618800262E-5	"LOC_Os06g11490"	"LOC_Os06g11490"	"LOC_Os06g11490"	"plastocyanin-like domain containing protein, putative, expressed"
3.871734619140625	3.682546695286786E-8	1.539523823107797E-6	"LOC_Os05g07890"	"LOC_Os05g07890"	"LOC_Os05g07890"	"embryo-specific 3, putative, expressed"
3.8395049571990967	9.50450231569503E-11	3.319605842128417E-8	"LOC_Os01g58194"	"LOC_Os01g58194"	"LOC_Os01g58194"	"protein disulfide isomerase, putative, expressed"
3.8363866806030273	5.274627909688882E-7	1.0071535533069724E-5	"LOC_Os03g48780"	"LOC_Os03g48780"	"LOC_Os03g48780"	"Cupin domain containing protein, expressed"
3.7945077419281006	3.503094604658028E-8	1.4990766503392653E-6	"LOC_Os04g47140"	"LOC_Os04g47140"	"LOC_Os04g47140"	"expressed protein"
3.793367326259613	0.00149484876210557	0.006921354542351817	"LOC_Os10g09240"	"LOC_Os10g09240"	"LOC_Os10g09240"	"expressed protein"
3.7908815145492554	3.3009789200087963E-9	3.1090028875372734E-7	"LOC_Os01g19770"	"LOC_Os01g19770"	"LOC_Os01g19770"	"mitochondrial import inner membrane translocase subunit Tim17, putative, expressed"
3.7822675704956055	5.8030318044571996E-11	2.4818027447796954E-8	"LOC_Os10g35070"	"LOC_Os10g35070"	"LOC_Os10g35070"	"alpha-galactosidase precursor, putative, expressed"
3.7755486965179443	4.140328042357143E-10	8.340486063328778E-8	"LOC_Os03g48000"	"LOC_Os03g48000"	"LOC_Os03g48000"	"CorA-like magnesium transporter protein, putative, expressed"
3.7754859924316406	8.174362830630651E-9	5.455476034353373E-7	"LOC_Os05g50380"	"LOC_Os05g50380"	"LOC_Os05g50380"	"glucose-1-phosphate adenylyltransferase large subunit, chloroplast precursor, putative, expressed"
3.7497769594192505	8.861568078112846E-10	1.3919047900911382E-7	"LOC_Os08g29600"	"LOC_Os08g29600"	"LOC_Os08g29600"	"seed maturation protein PM41, putative, expressed"
3.743816688656807	2.9330693578738083E-7	6.49739973188198E-6	"LOC_Os11g03300"	"LOC_Os11g03300"	"LOC_Os11g03300"	"NAC domain transcription factor, putative, expressed"
3.7380097657442093	3.285768539073858E-7	7.019017890400792E-6	"LOC_Os07g01370"	"LOC_Os07g01370"	"LOC_Os07g01370"	"peroxidase precursor, putative, expressed"
3.7175729274749756	1.7067722428591725E-8	9.230224289382405E-7	"LOC_Os01g62610"	"LOC_Os01g62610"	"LOC_Os01g62610"	"peptidyl-prolyl cis-trans isomerase, FKBP-type, putative, expressed"
3.7061400413513184	0.0029268420549088264	0.012451259054541081	"LOC_Os03g42600"	"LOC_Os03g42600"	"LOC_Os03g42600"	"expressed protein"
3.694272994995117	2.349678648527801E-5	1.997560477020227E-4	"LOC_Os01g62490"	"LOC_Os01g62490"	"LOC_Os01g62490"	"laccase precursor protein, putative, expressed"
3.6739087104797363	4.069827473437919E-4	0.0022364574415462183	"LOC_Os05g11320"	"LOC_Os05g11320"	"LOC_Os05g11320"	"metallothionein-like protein 3B, putative, expressed"
3.6621240079402924	3.008824377991553E-6	3.789238201033112E-5	"LOC_Os03g61270"	"LOC_Os03g61270"	"LOC_Os03g61270"	"OsMan04 - Endo-Beta-Mannanase, expressed"
3.6489310264587402	2.43861814879921E-9	2.580706719746482E-7	"LOC_Os12g03040"	"LOC_Os12g03040"	"LOC_Os12g03040"	"no apical meristem protein, putative, expressed"
3.6432529240846634	4.040985724795584E-6	4.795181022016776E-5	"LOC_Os09g25810"	"LOC_Os09g25810"	"LOC_Os09g25810"	"nodulin, putative, expressed"
3.6409032344818115	3.493352050905217E-10	7.432150820179668E-8	"LOC_Os05g07940"	"LOC_Os05g07940"	"LOC_Os05g07940"	"glyoxalase family protein, putative, expressed"
3.6388847827911377	4.338533800736295E-7	8.700317160596153E-6	"LOC_Os06g04889"	"LOC_Os06g04889"	"LOC_Os06g04889"	"expressed protein"
3.618215560913086	3.667184868285215E-6	4.424267478398674E-5	"LOC_Os07g48830"	"LOC_Os07g48830"	"LOC_Os07g48830"	"glycosyl transferase 8 domain containing protein, putative, expressed"
3.5897337794303894	1.2810717836742885E-5	1.2169601223335625E-4	"LOC_Os06g12370"	"LOC_Os06g12370"	"LOC_Os06g12370"	"OsFtsH6 FtsH protease, homologue of AtFtsH6, expressed"
3.5866445004940033	1.2780401835045198E-7	3.5598222325063596E-6	"LOC_Os06g07040"	"LOC_Os06g07040"	"LOC_Os06g07040"	"OsIAA20 - Auxin-responsive Aux/IAA gene family member, expressed"
3.561340093612671	1.8438646996089464E-8	9.733004696474832E-7	"LOC_Os11g09020"	"LOC_Os11g09020"	"LOC_Os11g09020"	"amino acid transporter, putative, expressed"
3.554430842399597	3.948022554741104E-15	9.107686997504247E-11	"LOC_Os04g36720"	"LOC_Os04g36720"	"LOC_Os04g36720"	"ferric-chelate reductase, putative, expressed"
3.5489494800567627	2.5282611148064884E-5	2.1175955204590235E-4	"LOC_Os09g15670"	"LOC_Os09g15670"	"LOC_Os09g15670"	"protein phosphatase 2C, putative, expressed"
3.544363498687744	5.177777868245633E-9	3.996169158831742E-7	"LOC_Os06g46920"	"LOC_Os06g46920"	"LOC_Os06g46920"	"dihydroflavonol-4-reductase, putative, expressed"
3.5299718976020813	1.5475774732851188E-7	4.057666685628987E-6	"LOC_Os04g54240"	"LOC_Os04g54240"	"LOC_Os04g54240"	"wound induced protein, putative, expressed"
3.518582820892334	8.851553986032813E-9	5.733946378092847E-7	"LOC_Os04g35100"	"LOC_Os04g35100"	"LOC_Os04g35100"	"phospholipase C, putative, expressed"
3.5129334330558777	9.017151399287499E-9	5.814259222260579E-7	"LOC_Os03g06360"	"LOC_Os03g06360"	"LOC_Os03g06360"	"late embryogenesis abundant protein D-34, putative, expressed"
3.50468111038208	4.390537052804715E-5	3.365944557474871E-4	"LOC_Os09g25770"	"LOC_Os09g25770"	"LOC_Os09g25770"	"auxin-induced protein 5NG4, putative, expressed"
3.4963526725769043	4.741734323800653E-7	9.273708305139195E-6	"LOC_Os11g47500"	"LOC_Os11g47500"	"LOC_Os11g47500"	"glycosyl hydrolase, putative, expressed"
3.483613967895508	0.0041851254699695984	0.017001742628415802	"LOC_Os06g50818"	"LOC_Os06g50818"	"LOC_Os06g50818"	"expressed protein"
3.4753220081329346	1.7025014676247797E-7	4.348277971425336E-6	"LOC_Os01g62980"	"LOC_Os01g62980"	"LOC_Os01g62980"	"LTPL101 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
3.4718916416168213	5.314813324288924E-6	5.925189813436341E-5	"LOC_Os07g22930"	"LOC_Os07g22930"	"LOC_Os07g22930"	"starch synthase, putative, expressed"
3.468752861022949	2.2270059387389E-9	2.4685306319630127E-7	"LOC_Os03g16670"	"LOC_Os03g16670"	"LOC_Os03g16670"	"haloacid dehalogenase-like hydrolase family protein, putative, expressed"
3.4665839672088623	1.6057988098874574E-5	1.459918432104189E-4	"LOC_Os03g19940"	"LOC_Os03g19940"	"LOC_Os03g19940"	"expressed protein"
3.4657046794891357	7.856547090695841E-5	5.458945650949007E-4	"LOC_Os09g02180"	"LOC_Os09g02180"	"LOC_Os09g02180"	"expressed protein"
3.4559380039572716	3.0821674815785828E-6	3.8630324009545927E-5	"LOC_Os10g33250"	"LOC_Os10g33250"	"LOC_Os10g33250"	"WAX2, putative, expressed"
3.4537699222564697	2.371152094999005E-9	2.5287462240610253E-7	"LOC_Os12g37970"	"LOC_Os12g37970"	"LOC_Os12g37970"	"MYB family transcription factor, putative, expressed"
3.4518027305603027	2.3348381394662757E-7	5.4730277461583075E-6	"LOC_Os10g42610"	"LOC_Os10g42610"	"LOC_Os10g42610"	"expressed protein"
3.4490670561790466	5.051368255464004E-6	5.7096263841156236E-5	"LOC_Os10g38090"	"LOC_Os10g38090"	"LOC_Os10g38090"	"cytochrome P450, putative, expressed"
3.4459218978881836	6.57188051151642E-8	2.2763690578402993E-6	"LOC_Os02g10120"	"LOC_Os02g10120"	"LOC_Os02g10120"	"lipoxygenase, putative, expressed"
3.444695472717285	1.8262323308471724E-9	2.1740450515846166E-7	"LOC_Os12g02320"	"LOC_Os12g02320"	"LOC_Os12g02320"	"LTPL12 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
3.4306876957416534	8.564852784478383E-8	2.6828857242381014E-6	"LOC_Os05g46610"	"LOC_Os05g46610"	"LOC_Os05g46610"	"myb-like DNA-binding domain containing protein, putative, expressed"
3.417259931564331	1.2657463967696343E-4	8.194310006396187E-4	"LOC_Os06g10530"	"LOC_Os06g10530"	"LOC_Os06g10530"	"expressed protein"
3.375781297683716	4.8404322424905334E-8	1.8686235131178928E-6	"LOC_Os01g53240"	"LOC_Os01g53240"	"LOC_Os01g53240"	"BURP domain containing protein, expressed"
3.366976022720337	2.328367329113376E-10	5.808722112964275E-8	"LOC_Os06g11980"	"LOC_Os06g11980"	"LOC_Os06g11980"	"DUF581 domain containing protein, expressed"
3.3628024458885193	4.3574877882215854E-7	8.729972666345271E-6	"LOC_Os02g49860"	"LOC_Os02g49860"	"LOC_Os02g49860"	"AWPM-19-like membrane family protein, putative, expressed"
3.3537654876708984	1.5385506967477506E-10	4.573314666815016E-8	"LOC_Os06g40080"	"LOC_Os06g40080"	"LOC_Os06g40080"	"heme oxygenase 1, putative, expressed"
3.3391456604003906	2.2695451871670046E-9	2.474157034562556E-7	"LOC_Os03g13540"	"LOC_Os03g13540"	"LOC_Os03g13540"	"Ser/Thr protein phosphatase family protein, putative, expressed"
3.3375742435455322	2.7127853948356706E-7	6.108815692957963E-6	"LOC_Os09g30120"	"LOC_Os09g30120"	"LOC_Os09g30120"	"CSLE1 - cellulose synthase-like family E, expressed"
3.3372347354888916	7.272457574598023E-7	1.2817630019619525E-5	"LOC_Os03g60580"	"LOC_Os03g60580"	"LOC_Os03g60580"	"actin-depolymerizing factor, putative, expressed"
3.329023599624634	1.4504478637463655E-5	1.3416722768779007E-4	"LOC_Os05g04500"	"LOC_Os05g04500"	"LOC_Os05g04500"	"peroxidase precursor, putative, expressed"
3.3268916606903076	2.0469740866365747E-8	1.0500952009683245E-6	"LOC_Os03g08490"	"LOC_Os03g08490"	"LOC_Os03g08490"	"AP2 domain containing protein, expressed"
