"Log-ratio"	"p-value"	"minFDR"	"Gene Symbol"	"Gene"	"Measure"	"Description"
5.638526916503906	2.4167665314902098E-8	4.4738026351729403E-5	"CYP71A12"	"AT2G30750"	"AT2G30750"	"cytochrome P450, family 71, subfamily A, polypeptide 12 [Source:TAIR;Acc:AT2G30750]"
5.621587514877319	8.985242566773286E-7	6.250840042851487E-5	"PLP2"	"AT2G26560"	"AT2G26560"	"Patatin-like protein 2 [Source:UniProtKB/Swiss-Prot;Acc:O48723]"
5.588238716125488	6.680632463312782E-7	5.812499101174199E-5	"UGT85A1"	"AT1G22400"	"AT1G22400"	"UDP-glycosyltransferase 85A1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK82]"
5.555543422698975	2.4295429105013387E-6	8.9881827871137E-5	"ERF094"	"AT1G06160"	"AT1G06160"	"Ethylene-responsive transcription factor ERF094 [Source:UniProtKB/Swiss-Prot;Acc:Q9LND1]"
5.552741646766663	5.823496019703647E-6	1.3346379495501006E-4	""	"AT1G15415"	"AT1G15415"	""
5.531496971845627	4.3059441386957876E-4	0.002071726629681162	"AOX3"	"AT1G32350"	"AT1G32350"	"Ubiquinol oxidase 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LEE7]"
5.530888736248016	4.5468819823268394E-5	4.2849476328358957E-4	"DTX1"	"AT2G04040"	"AT2G04040"	"MATE efflux family protein DTX1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIA5]"
5.4912168979644775	1.4298411424215143E-6	7.321375808637588E-5	"PCR2"	"AT1G14870"	"AT1G14870"	"Protein PLANT CADMIUM RESISTANCE 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQU4]"
5.463359475135803	0.005377935734369122	0.0162991316486023	"PDF1.3"	"AT2G26010"	"AT2G26010"	"Defensin-like protein 14 [Source:UniProtKB/Swiss-Prot;Acc:O80995]"
5.4464131295681	1.41984255323953E-5	2.16141678399273E-4	"THA1"	"AT1G08630"	"AT1G08630"	"Probable low-specificity L-threonine aldolase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXU4]"
5.443490028381348	1.8665412194093295E-6	8.105074477663388E-5	"BCB"	"AT5G20230"	"AT5G20230"	"Blue copper protein [Source:UniProtKB/Swiss-Prot;Acc:Q07488]"
5.437217950820923	6.084907943154544E-6	1.3626840550385677E-4	"GSTL1"	"AT5G02780"	"AT5G02780"	"Glutathione S-transferase L1 [Source:UniProtKB/Swiss-Prot;Acc:Q6NLB0]"
5.409160137176514	2.2715069139921515E-5	2.780579346410051E-4	""	"AT1G56060"	"AT1G56060"	""
5.404041290283203	3.569454529564718E-5	3.6973867979075254E-4	"MAPKKK19"	"AT5G67080"	"AT5G67080"	"mitogen-activated protein kinase kinase kinase 19 [Source:TAIR;Acc:AT5G67080]"
5.369859233498573	2.126111779284593E-5	2.6765554522516243E-4	"GLIP1"	"AT5G40990"	"AT5G40990"	"GDSL esterase/lipase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FLN0]"
5.345534950494766	2.293427350382384E-6	8.767062234156505E-5	""	"AT1G33030"	"AT1G33030"	""
5.340742230415344	2.748798572281026E-5	3.141228217562436E-4	""	"AT4G39670"	"AT4G39670"	""
5.320813745260239	4.8768737831884834E-5	4.4967367204535094E-4	"ATACA2"	"AT2G28210"	"AT2G28210"	"alpha carbonic anhydrase 2 [Source:TAIR;Acc:AT2G28210]"
5.31152069568634	7.261053631543898E-6	1.4999921238809322E-4	"GSTU12"	"AT1G69920"	"AT1G69920"	"Glutathione S-transferase U12 [Source:UniProtKB/Swiss-Prot;Acc:Q6NMS0]"
5.301015853881836	3.752805834636483E-7	5.0465488610095586E-5	""	"AT1G21120"	"AT1G21120"	""
5.300297021865845	3.1247428112347487E-6	1.0002278421864228E-4	"CHI"	"AT2G43570"	"AT2G43570"	"chitinase, putative [Source:TAIR;Acc:AT2G43570]"
5.291931390762329	8.691184704358804E-6	1.6618630166159633E-4	"DMP1"	"AT3G21520"	"AT3G21520"	"DUF679 domain membrane protein 1 [Source:TAIR;Acc:AT3G21520]"
5.290465593338013	9.776123462519838E-4	0.003935367989146515	"PDF1.2B"	"AT2G26020"	"AT2G26020"	"Putative defensin-like protein 15 [Source:UniProtKB/Swiss-Prot;Acc:O80994]"
5.285609722137451	1.9208304722330742E-8	4.4738026351729403E-5	""	"AT1G28190"	"AT1G28190"	""
5.285508170723915	1.0494602798906378E-4	7.476281209028349E-4	""	"AT3G43250"	"AT3G43250"	""
5.253904581069946	1.2038944140443956E-6	7.018278909924948E-5	"SAG13"	"AT2G29350"	"AT2G29350"	"Senescence-associated protein 13 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW18]"
5.248407185077667	1.2645568935036921E-5	2.0229874873847113E-4	"PME17"	"AT2G45220"	"AT2G45220"	"Probable pectinesterase/pectinesterase inhibitor 17 [Source:UniProtKB/Swiss-Prot;Acc:O22149]"
5.218870043754578	3.2787207752166144E-7	5.0465488610095586E-5	""	"AT1G51890"	"AT1G51890"	""
5.204649448394775	2.532985905080645E-5	2.981514988166808E-4	"PDF1.2A"	"AT5G44420"	"AT5G44420"	"Defensin-like protein 16 [Source:UniProtKB/Swiss-Prot;Acc:Q9FI23]"
5.203144550323486	1.919359159069893E-5	2.5371596700173114E-4	""	"AT3G28580"	"AT3G28580"	""
5.198368087410927	6.613816841930804E-6	1.4301896082002607E-4	"CHX17"	"AT4G23700"	"AT4G23700"	"Cation/H(+) antiporter 17 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUQ7]"
5.183271527290344	2.856761273398149E-7	5.024655419222419E-5	""	"AT1G26420"	"AT1G26420"	""
5.137793064117432	2.535550382072337E-7	5.024655419222419E-5	"CYP71B22"	"AT3G26200"	"AT3G26200"	"Cytochrome P450 71B22 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTM1]"
5.13576340675354	6.423719419238698E-7	5.7458105559875996E-5	"AMC8"	"AT1G16420"	"AT1G16420"	"Metacaspase-8 [Source:UniProtKB/Swiss-Prot;Acc:Q9SA41]"
5.118124604225159	5.230803572081355E-5	4.693216678310904E-4	""	"AT5G22520"	"AT5G22520"	""
5.10551381111145	1.2446893671356942E-4	8.370692993150907E-4	""	"AT2G43580"	"AT2G43580"	""
5.1031715869903564	1.4029510897049705E-7	4.6398392643253826E-5	"AAO1"	"AT5G20960"	"AT5G20960"	"Indole-3-acetaldehyde oxidase [Source:UniProtKB/Swiss-Prot;Acc:Q7G193]"
5.099825620651245	2.686504796781703E-7	5.024655419222419E-5	"CYP81F2"	"AT5G57220"	"AT5G57220"	"cytochrome P450, family 81, subfamily F, polypeptide 2 [Source:TAIR;Acc:AT5G57220]"
5.0897990465164185	3.0684990468221006E-6	9.966042274586048E-5	"PAE4"	"AT3G09405"	"AT3G09405"	"Pectin acetylesterase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SR23]"
5.089075326919556	2.452893667203546E-6	9.021829544395559E-5	""	"AT2G18690"	"AT2G18690"	""
5.0888776779174805	1.3867683838751155E-4	9.023878706477344E-4	"GSTF6"	"AT1G02930"	"AT1G02930"	"Glutathione S-transferase F6 [Source:UniProtKB/Swiss-Prot;Acc:P42760]"
5.083255648612976	1.1991596099142536E-5	1.9549704344996416E-4	"RHA1A"	"AT4G11370"	"AT4G11370"	"RING-H2 zinc finger protein RHA1a [Source:UniProtKB/Swiss-Prot;Acc:Q9SUS4]"
5.066612005233765	3.811146523927199E-7	5.0465488610095586E-5	"CYP706A2"	"AT4G22710"	"AT4G22710"	"cytochrome P450, family 706, subfamily A, polypeptide 2 [Source:TAIR;Acc:AT4G22710]"
5.062835216522217	2.1322837000739138E-5	2.68027498067005E-4	"GSTU24"	"AT1G17170"	"AT1G17170"	"Glutathione S-transferase U24 [Source:UniProtKB/Swiss-Prot;Acc:Q9SHH6]"
5.04508775472641	5.449682060280465E-6	1.286554349242489E-4	"BCAT2"	"AT1G10070"	"AT1G10070"	"Branched-chain-amino-acid aminotransferase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M439]"
5.043176174163818	2.2691861499455334E-7	5.024655419222419E-5	"DVL10"	"AT4G13395"	"AT4G13395"	"ROTUNDIFOLIA like 12 [Source:TAIR;Acc:AT4G13395]"
5.039531826972961	1.4746134203253885E-7	4.6398392643253826E-5	"RBK1"	"AT5G10520"	"AT5G10520"	"Receptor-like cytosolic serine/threonine-protein kinase RBK1 [Source:UniProtKB/Swiss-Prot;Acc:Q8H1D6]"
5.0373595505952835	1.681629970529523E-4	0.0010325586052691228	"GSTU3"	"AT2G29470"	"AT2G29470"	"Glutathione S-transferase U3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW28]"
5.018872976303101	1.0146601899883674E-7	4.6398392643253826E-5	"FLOT1"	"AT5G25250"	"AT5G25250"	"Flotillin-like protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q501E6]"
4.994476318359375	6.407837923917374E-8	4.6398392643253826E-5	"GSTF2"	"AT4G02520"	"AT4G02520"	"Glutathione S-transferase F2 [Source:UniProtKB/Swiss-Prot;Acc:P46422]"
4.96453595161438	2.9166602646213673E-7	5.024655419222419E-5	""	"AT1G21110"	"AT1G21110"	""
4.910640001296997	7.093735131310926E-8	4.6398392643253826E-5	"RAP2-9"	"AT4G06746"	"AT4G06746"	"Ethylene-responsive transcription factor RAP2-9 [Source:UniProtKB/Swiss-Prot;Acc:Q8W3M3]"
4.891853332519531	1.353521733711644E-6	7.250808605013283E-5	"WRKY40"	"AT1G80840"	"AT1G80840"	"Probable WRKY transcription factor 40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAH7]"
4.852999605238438	1.4908108238040682E-6	7.409135159133378E-5	"NHL25"	"AT5G36970"	"AT5G36970"	"NDR1/HIN1-like 25 [Source:TAIR;Acc:AT5G36970]"
4.844026833772659	1.797265131428099E-5	2.448412419890433E-4	"RABA1E"	"AT4G18430"	"AT4G18430"	"Ras-related protein RABA1e [Source:UniProtKB/Swiss-Prot;Acc:O49513]"
4.833480954170227	1.172943511932229E-5	1.931126316606604E-4	""	"AT4G37290"	"AT4G37290"	""
4.8295722007751465	4.0913910467822474E-7	5.0465488610095586E-5	"SAG21"	"AT4G02380"	"AT4G02380"	"senescence-associated gene 21 [Source:TAIR;Acc:AT4G02380]"
4.81268846988678	2.4589532794393053E-6	9.034145549146193E-5	""	"AT4G28085"	"AT4G28085"	""
4.809360027313232	7.328039707559502E-7	5.9269967760923615E-5	"CML41"	"AT3G50770"	"AT3G50770"	"Probable calcium-binding protein CML41 [Source:UniProtKB/Swiss-Prot;Acc:Q8L3R2]"
4.797907590866089	1.5132102898761459E-7	4.6398392643253826E-5	"SUFE2"	"AT1G67810"	"AT1G67810"	"SufE-like protein 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FXE3]"
4.770418226718903	3.2258322697203555E-6	1.0055604183712947E-4	"NAC055"	"AT3G15500"	"AT3G15500"	"NAC domain-containing protein 55 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDY8]"
4.76291823387146	9.550659735002059E-7	6.356427987123192E-5	"WAKL10"	"AT1G79680"	"AT1G79680"	"Wall-associated receptor kinase-like 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYA3]"
4.761415719985962	1.7108628689545856E-6	7.885042676019541E-5	"ERF1A"	"AT4G17500"	"AT4G17500"	"Ethylene-responsive transcription factor 1A [Source:UniProtKB/Swiss-Prot;Acc:O80337]"
4.757476329803467	3.307794573168603E-5	3.522711363429126E-4	""	"AT1G15125"	"AT1G15125"	""
4.746308445930481	8.741497078480925E-7	6.245510529358087E-5	"WRKY63"	"AT1G66600"	"AT1G66600"	"Probable WRKY transcription factor 63 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6H5]"
4.745909571647644	3.285938680172021E-6	1.0148776502882341E-4	"WAK3"	"AT1G21240"	"AT1G21240"	"Wall-associated receptor kinase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMN8]"
4.738651633262634	1.1677247212701344E-5	1.926820881416721E-4	""	"AT3G02840"	"AT3G02840"	""
4.7368403673172	1.479859685647642E-6	7.379420168390797E-5	""	"AT3G13950"	"AT3G13950"	""
4.733880549669266	1.7754550892302312E-6	7.96096158890337E-5	"LECRK92"	"AT5G65600"	"AT5G65600"	"L-type lectin-domain containing receptor kinase IX.2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LSL5]"
4.724997043609619	1.0468730600772516E-5	1.8088227864455932E-4	""	"AT3G26440"	"AT3G26440"	""
4.719459354877472	2.267207175498707E-4	0.0012813796592459873	""	"AT4G24110"	"AT4G24110"	""
4.716299891471863	2.4726830000596914E-7	5.024655419222419E-5	"ERF020"	"AT1G71520"	"AT1G71520"	"Ethylene-responsive transcription factor ERF020 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9I8]"
4.707233801484108	1.910826270253392E-4	0.0011297811178788818	"PDAT2"	"AT3G44830"	"AT3G44830"	"Putative phospholipid:diacylglycerol acyltransferase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FYC7]"
4.672959804534912	3.950614327632597E-7	5.0465488610095586E-5	"UGT74E1"	"AT1G05675"	"AT1G05675"	"UDP-glycosyltransferase 74E1 [Source:UniProtKB/Swiss-Prot;Acc:P0C7P7]"
4.665818095207214	4.5961104657048086E-5	4.324003078731828E-4	"PEP3"	"AT5G64905"	"AT5G64905"	"Elicitor peptide 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8LAX3]"
4.648433208465576	3.3186579741863954E-7	5.0465488610095586E-5	"PGDH1"	"AT4G34200"	"AT4G34200"	"D-3-phosphoglycerate dehydrogenase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O49485]"
4.6317994594573975	2.456020191019702E-8	4.4738026351729403E-5	"VQ1"	"AT1G17147"	"AT1G17147"	"VQ motif-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q1G3U8]"
4.620845079421997	1.9656474601913146E-4	0.0011523798437008302	""	"AT5G22530"	"AT5G22530"	""
4.603637933731079	2.5211138906866024E-6	9.151533570735256E-5	""	"AT1G10140"	"AT1G10140"	""
4.598657593131065	1.6936994403560012E-4	0.0010376713027555858	"ALD1"	"AT2G13810"	"AT2G13810"	"Aminotransferase ALD1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQI7]"
4.589763164520264	9.283007576647903E-4	0.003771030860375937	"UGT76E12"	"AT3G46660"	"AT3G46660"	"UDP-glycosyltransferase 76E12 [Source:UniProtKB/Swiss-Prot;Acc:Q94AB5]"
4.5796637535095215	6.585842763924386E-4	0.002865387627918166	"GPT2"	"AT1G61800"	"AT1G61800"	"Glucose-6-phosphate/phosphate translocator 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94B38]"
4.579133987426758	1.7194029614647852E-6	7.885042676019541E-5	"PP2B13"	"AT1G56240"	"AT1G56240"	"F-box protein PP2-B13 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7J9]"
4.571320295333862	2.4342685138127644E-4	0.0013467894684672545	"CRK39"	"AT4G04540"	"AT4G04540"	"Putative cysteine-rich receptor-like protein kinase 39 [Source:UniProtKB/Swiss-Prot;Acc:Q9SYS7]"
4.567281506955624	1.2550157142857156E-4	8.418053270358878E-4	"BGLU27"	"AT3G60120"	"AT3G60120"	"Beta-glucosidase 27 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1D1]"
4.558329224586487	1.1693392550335946E-6	6.948666813466648E-5	""	"AT1G26390"	"AT1G26390"	""
4.550771236419678	8.728477128283345E-6	1.6675946462741135E-4	"PER4"	"AT1G14540"	"AT1G14540"	"Peroxidase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LE15]"
4.53179682046175	7.589150684696032E-8	4.6398392643253826E-5	"ABCG43"	"AT4G15236"	"AT4G15236"	"ABC-2 and Plant PDR ABC-type transporter family protein [Source:TAIR;Acc:AT4G15236]"
4.53108024597168	6.888975816569746E-5	5.59632718516708E-4	"MSRB9"	"AT4G21850"	"AT4G21850"	"Peptide methionine sulfoxide reductase B9 [Source:UniProtKB/Swiss-Prot;Acc:Q84JT6]"
4.51935350894928	1.4499197640256822E-4	9.293263376923987E-4	"CYP82C3"	"AT4G31950"	"AT4G31950"	"Cytochrome P450 82C3 [Source:UniProtKB/Swiss-Prot;Acc:O49396]"
4.518403649330139	1.4687098241777305E-5	2.20286033255903E-4	"ZAT11"	"AT2G37430"	"AT2G37430"	"Zinc finger protein ZAT11 [Source:UniProtKB/Swiss-Prot;Acc:Q9SLD4]"
4.502882242202759	4.874463504665275E-6	1.2305435406512194E-4	""	"AT4G38540"	"AT4G38540"	""
4.5001198053359985	0.005053430418251285	0.015464076263801411	"PR1"	"AT2G14610"	"AT2G14610"	"Pathogenesis-related protein 1 [Source:UniProtKB/Swiss-Prot;Acc:P33154]"
4.491302967071533	3.522973379892061E-5	3.665293539290493E-4	""	"AT1G27020"	"AT1G27020"	""
4.490861237049103	9.28130893570099E-6	1.7109287557779413E-4	""	"AT2G15220"	"AT2G15220"	""
4.487564384937286	3.7021480720946445E-5	3.7796164278924583E-4	"SAP12"	"AT3G28210"	"AT3G28210"	"Zinc finger AN1 domain-containing stress-associated protein 12 [Source:UniProtKB/Swiss-Prot;Acc:Q67YE6]"
4.479233741760254	3.4125774961064756E-8	4.4738026351729403E-5	"PUB23"	"AT2G35930"	"AT2G35930"	"E3 ubiquitin-protein ligase PUB23 [Source:UniProtKB/Swiss-Prot;Acc:Q84TG3]"
4.459681421518326	1.0176168138981562E-5	1.7894482896848687E-4	""	"AT3G19615"	"AT3G19615"	""
4.451098263263702	4.7233458211238294E-5	4.4014556151372866E-4	""	"AT5G55420"	"AT5G55420"	""
4.443877339363098	7.117922758070988E-7	5.8856213416178535E-5	"JUB1"	"AT2G43000"	"AT2G43000"	"Transcription factor JUNGBRUNNEN 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK55]"
4.41380500793457	1.7544285379795292E-6	7.900099320295962E-5	""	"AT3G16530"	"AT3G16530"	""
4.391030490398407	1.3897040646033091E-5	2.128175944153312E-4	"CYP81G1"	"AT5G67310"	"AT5G67310"	"cytochrome P450, family 81, subfamily G, polypeptide 1 [Source:TAIR;Acc:AT5G67310]"
4.3759448528289795	1.0507068520123136E-6	6.652561476373241E-5	""	"AT1G36622"	"AT1G36622"	""
4.3573344349861145	5.278854747425813E-5	4.722342999958936E-4	"OXI1"	"AT3G25250"	"AT3G25250"	"Serine/threonine-protein kinase OXI1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LSF1]"
4.346480548381805	4.911911761717811E-6	1.2334561841425968E-4	"UGT73C4"	"AT2G36770"	"AT2G36770"	"UDP-glycosyltransferase 73C4 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQ97]"
4.345470905303955	6.319277002646957E-7	5.739635059664147E-5	"ACS6"	"AT4G11280"	"AT4G11280"	"1-aminocyclopropane-1-carboxylate synthase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAR0]"
4.343496561050415	4.5560539027930006E-7	5.24781461906996E-5	""	"AT1G22890"	"AT1G22890"	""
4.336323976516724	3.6983212269140315E-6	1.0810452477583884E-4	"PER51"	"AT4G37530"	"AT4G37530"	"Peroxidase 51 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZE7]"
4.324967622756958	7.50260714326063E-7	5.936040682667799E-5	""	"AT5G51830"	"AT5G51830"	""
4.311196893453598	2.1088095198329558E-5	2.6614475406787363E-4	"PER62"	"AT5G39580"	"AT5G39580"	"Peroxidase 62 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKA4]"
4.3045806884765625	1.9856532804204468E-7	4.801527638930125E-5	""	"AT3G61930"	"AT3G61930"	""
4.284594655036926	5.410759087773869E-6	1.2832335494834785E-4	"WRKY45"	"AT3G01970"	"AT3G01970"	"Probable WRKY transcription factor 45 [Source:UniProtKB/Swiss-Prot;Acc:Q9S763]"
4.280184507369995	3.4155320471682753E-7	5.0465488610095586E-5	"WAKL7"	"AT1G16090"	"AT1G16090"	"wall associated kinase-like 7 [Source:TAIR;Acc:AT1G16090]"
4.263631701469421	4.079294531563453E-5	4.0169719762201225E-4	"MDHAR"	"AT3G09940"	"AT3G09940"	"Probable monodehydroascorbate reductase, cytoplasmic isoform 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SR59]"
4.260636806488037	5.257813656710329E-8	4.6398392643253826E-5	"ASB1"	"AT1G25220"	"AT1G25220"	"Anthranilate synthase beta subunit 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q42565]"
4.251984715461731	2.580183300981032E-7	5.024655419222419E-5	"B120"	"AT4G21390"	"AT4G21390"	"G-type lectin S-receptor-like serine/threonine-protein kinase B120 [Source:UniProtKB/Swiss-Prot;Acc:O81906]"
4.236315488815308	3.346924817713208E-6	1.0250880119545701E-4	""	"AT3G15518"	"AT3G15518"	""
4.21340012550354	1.0267876892765438E-5	1.7989298722272487E-4	"PER50"	"AT4G37520"	"AT4G37520"	"Peroxidase 50 [Source:UniProtKB/Swiss-Prot;Acc:Q43731]"
4.21162948012352	3.1891129085188404E-4	0.0016417551282337914	""	"AT5G17390"	"AT5G17390"	""
4.211266398429871	9.282733187733698E-6	1.7109287557779413E-4	"TIFY5A"	"AT1G30135"	"AT1G30135"	"Protein TIFY 5A [Source:UniProtKB/Swiss-Prot;Acc:Q8LBM2]"
4.2091357707977295	9.009557675862106E-8	4.6398392643253826E-5	""	"AT3G26840"	"AT3G26840"	""
4.2037718296051025	6.319455687104346E-6	1.3863279911874795E-4	"CYP81D8"	"AT4G37370"	"AT4G37370"	"cytochrome P450, family 81, subfamily D, polypeptide 8 [Source:TAIR;Acc:AT4G37370]"
4.190203547477722	1.4952139247188599E-5	2.2188007310460276E-4	"VBF"	"AT1G56250"	"AT1G56250"	"F-box protein VBF [Source:UniProtKB/Swiss-Prot;Acc:Q9C7K0]"
