"Log-ratio"	"p-value"	"minFDR"	"Gene Symbol"	"Gene"	"Measure"	"Description"
4.9498291015625	1.8174726228751144E-10	1.6892650749364657E-7	""	"AT1G78070"	"262164_at"	""
4.889125823974609	1.779169418488168E-13	3.9687932218215565E-9	"ERF061"	"AT1G64380"	"259793_at"	"Ethylene-responsive transcription factor ERF061 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7W2]"
4.88118839263916	2.629509434713231E-10	1.9312194366393723E-7	"ERD7"	"AT2G17840"	"264787_at"	"Senescence/dehydration-associated protein-related [Source:TAIR;Acc:AT2G17840]"
4.797143459320068	2.4575137140755353E-4	0.002846301060222376	"AIP1"	"AT1G07430"	"261077_at"	"Protein phosphatase 2C 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LNW3]"
4.721637725830078	2.5329579536579625E-6	1.3814839381967765E-4	"LOX3"	"AT1G17420"	"261037_at"	"Lipoxygenase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LNR3]"
4.65699577331543	1.4670999634267457E-6	9.08448563855739E-5	""	"AT2G28400"	"265276_at"	""
4.6348066329956055	1.7533616006352138E-7	2.0804381502856232E-5	""	"AT1G51090"	"245749_at"	""
4.566567420959473	2.6857493720114227E-12	2.0867339393382184E-8	"CML38"	"AT1G76650"	"259879_at"	"Calcium-binding protein CML38 [Source:UniProtKB/Swiss-Prot;Acc:Q9SRE6]"
4.516846656799316	1.8400646745903856E-4	0.0023808771865480123	""	"AT1G49450"	"262448_at"	""
4.494720458984375	1.0768919048002469E-10	1.1439156057323385E-7	"GA2OX6"	"AT1G02400"	"259445_at"	"Gibberellin 2-beta-dioxygenase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9FZ21]"
4.480013847351074	8.957891479155077E-5	0.0015574722153196595	""	"AT3G05640"	"258901_at"	""
4.44407844543457	1.9196311776992758E-7	2.230271493798841E-5	"WRKY40"	"AT1G80840"	"261892_at"	"Probable WRKY transcription factor 40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAH7]"
4.3956403732299805	1.1884459096527276E-9	6.466015343078877E-7	""	"AT1G73480"	"245734_at"	""
4.354671478271484	3.415590628257702E-6	1.6931462254343233E-4	"PP2A5"	"AT1G65390"	"264213_at"	"Protein PHLOEM PROTEIN 2-LIKE A5 [Source:UniProtKB/Swiss-Prot;Acc:Q9C5Q9]"
4.3160400390625	2.0112801458178773E-11	4.486562621275939E-8	""	"AT4G36010"	"253104_at"	""
4.3096160888671875	1.988932996163368E-10	1.7507496823491746E-7	"TIFY10A"	"AT1G19180"	"256017_at"	"Protein TIFY 10A [Source:UniProtKB/Swiss-Prot;Acc:Q9LMA8]"
4.268725395202637	3.9647036250171005E-8	7.249233095348891E-6	"TIFY9"	"AT5G13220"	"250292_at"	"Protein TIFY 9 [Source:UniProtKB/Swiss-Prot;Acc:Q93ZM9]"
4.262077331542969	1.0378329550405878E-7	1.4652493498791389E-5	""	"AT2G22880"	"266800_at"	""
4.24945068359375	4.722791508756618E-6	2.1369434114773607E-4	"LOX4"	"AT1G72520"	"260399_at"	"Lipoxygenase 4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FNX8]"
4.222829341888428	1.2302645189211754E-6	7.863470092714802E-5	"ERF109"	"AT4G34410"	"253259_at"	"Ethylene-responsive transcription factor ERF109 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ06]"
4.194483757019043	5.4848793506520297E-8	9.199338622180063E-6	""	"AT1G20070"	"261247_at"	""
4.180655479431152	3.2479345783290974E-6	1.6437341694090126E-4	"KIN1,KIN2"	"AT5G15960,AT5G15970"	"246481_s_at"	"KIN1:Stress-induced protein KIN1 [Source:UniProtKB/Swiss-Prot;Acc:P18612], KIN2:Stress-induced protein KIN2 [Source:UniProtKB/Swiss-Prot;Acc:P31169]"
4.160186767578125	3.925584792668727E-7	3.4093227115259515E-5	"NAC072"	"AT4G27410"	"253872_at"	"NAC domain-containing protein 72 [Source:UniProtKB/Swiss-Prot;Acc:Q93VY3]"
4.144886016845703	1.3701672275931965E-11	3.820540043240179E-8	"ZAT10"	"AT1G27730"	"261648_at"	"Zinc finger protein ZAT10 [Source:UniProtKB/Swiss-Prot;Acc:Q96289]"
4.144350051879883	0.0010254717581027364	0.007012629830777971	""	"AT1G07590"	"261088_at"	""
4.114551544189453	7.959506201357156E-8	1.2021300688128302E-5	"LEA14"	"AT1G01470"	"259426_at"	"Probable desiccation-related protein LEA14 [Source:UniProtKB/Swiss-Prot;Acc:O03983]"
4.103702545166016	3.7161002023808506E-8	7.02500400122963E-6	"CYP94B3"	"AT3G48520"	"252368_at"	"Cytochrome P450 94B3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SMP5]"
4.100375175476074	1.25906889129138E-7	1.6717886760736197E-5	"INVC"	"AT3G06500"	"258507_at"	"Alkaline/neutral invertase C, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:B9DFA8]"
4.09553337097168	4.724670109209164E-8	8.298678435128254E-6	"HSFC1"	"AT3G24520"	"258139_at"	"Heat stress transcription factor C-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LV52]"
4.090639114379883	0.0026992828191634306	0.013376606097982139	"GOLS2"	"AT1G56600"	"245627_at"	"Galactinol synthase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FXB2]"
4.085251808166504	2.813813531807514E-11	5.0662718439614836E-8	""	"AT4G18280"	"254667_at"	""
4.0768280029296875	7.545011852366984E-7	5.377207009289148E-5	""	"AT1G53885,AT1G53903"	"262226_at"	""
4.051769256591797	1.7330842468951003E-7	2.0673748821117113E-5	"FAMT"	"AT3G44860,AT3G44870"	"246340_s_at"	"farnesoic acid carboxyl-O-methyltransferase [Source:TAIR;Acc:AT3G44860]"
4.001620292663574	9.574167138537848E-11	1.0678547317968189E-7	"TIFY11A"	"AT1G17380"	"261033_at"	"Protein TIFY 11A [Source:UniProtKB/Swiss-Prot;Acc:Q9LDU5]"
3.9819107055664062	1.898822538165255E-8	4.604025473788298E-6	""	"AT1G11210"	"262452_at"	""
3.979090690612793	5.961138875009126E-4	0.004903212569499578	""	"AT2G43620"	"260556_at"	""
3.9737420082092285	1.4199688278722357E-7	1.8309389967252E-5	"DREB1B"	"AT4G25490"	"254074_at"	"Dehydration-responsive element-binding protein 1B [Source:UniProtKB/Swiss-Prot;Acc:P93835]"
3.966010093688965	6.229958173349249E-9	2.083940408835067E-6	"ERF018"	"AT1G74930"	"262211_at"	"Ethylene-responsive transcription factor ERF018 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7L5]"
3.957599639892578	4.179690586699135E-6	1.9431239094232206E-4	""	"AT2G34930"	"267411_at"	""
3.953126907348633	1.4362061519589312E-7	1.8396289911518523E-5	"HVA22D"	"AT4G24960"	"254085_at"	"HVA22-like protein d [Source:UniProtKB/Swiss-Prot;Acc:Q9S760]"
3.901801109313965	0.0014686877902853235	0.008890642751124752	"HAI1"	"AT5G59220"	"247723_at"	"Probable protein phosphatase 2C 78 [Source:UniProtKB/Swiss-Prot;Acc:Q9FIF5]"
3.8672618865966797	5.489071025098734E-6	2.3961782261619857E-4	""	"AT5G52750"	"248327_at"	""
3.8532276153564453	1.575943801865413E-6	9.468427918547513E-5	""	"AT4G29780"	"253643_at"	""
3.813096046447754	1.4839603109004311E-8	3.894435606500696E-6	"PSK2"	"AT2G22860"	"266799_at"	"Phytosulfokines 2 [Source:UniProtKB/Swiss-Prot;Acc:O81003]"
3.8105106353759766	3.2898876617288753E-6	1.6566032521486687E-4	"XERO2"	"AT3G50970"	"252102_at"	"Dehydrin Xero 2 [Source:UniProtKB/Swiss-Prot;Acc:P42758]"
3.7990007400512695	3.2783774399969504E-7	3.072721241765209E-5	"AOC2,AOC1"	"AT3G25760,AT3G25770"	"257641_s_at"	"AOC2:Allene oxide cyclase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LS02], AOC1:Allene oxide cyclase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LS03]"
3.7981796264648438	7.2381523310837804E-6	2.925026522635614E-4	"DREB1C"	"AT4G25470"	"254075_at"	"Dehydration-responsive element-binding protein 1C [Source:UniProtKB/Swiss-Prot;Acc:Q9SYS6]"
3.7947168350219727	2.056649710718348E-4	0.0025459314704214314	"NAC055"	"AT3G15500"	"258395_at"	"NAC domain-containing protein 55 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDY8]"
3.7939324378967285	1.5137963630587673E-10	1.468185020467475E-7	"CRK14"	"AT4G23220"	"254255_at"	"cysteine-rich RLK (RECEPTOR-like protein kinase) 14 [Source:TAIR;Acc:AT4G23220]"
3.763917922973633	2.465646854692942E-10	1.896592565090878E-7	"BCB"	"AT5G20230"	"246099_at"	"Blue copper protein [Source:UniProtKB/Swiss-Prot;Acc:Q07488]"
3.758861541748047	2.2461333402423466E-8	5.087588211772252E-6	"BCS1"	"AT3G50930"	"252131_at"	"cytochrome BC1 synthesis [Source:TAIR;Acc:AT3G50930]"
3.7188682556152344	8.691398375903471E-5	0.0015436227991343849	"AtMYB74"	"AT4G05100"	"255250_at"	"myb domain protein 74 [Source:TAIR;Acc:AT4G05100]"
3.704176902770996	2.341006171584509E-9	1.1325851540590582E-6	"WRKY18"	"AT4G31800"	"253485_at"	"WRKY transcription factor 18 [Source:UniProtKB/Swiss-Prot;Acc:Q9C5T4]"
3.698427200317383	3.62430012411916E-8	6.9997459001672705E-6	""	"AT5G62360"	"247478_at"	""
3.6632003784179688	1.779718806823637E-6	1.0419996699164008E-4	"ERF9"	"AT5G44210"	"249087_at"	"Ethylene-responsive transcription factor 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9FE67]"
3.6249961853027344	2.8383954721481116E-6	1.4927224925812945E-4	"ZAT6"	"AT5G04340"	"245711_at"	"Zinc finger protein ZAT6 [Source:UniProtKB/Swiss-Prot;Acc:O22533]"
3.620388984680176	8.267470623373317E-9	2.5614231554942856E-6	"DREB1A"	"AT4G25480"	"254066_at"	"Dehydration-responsive element-binding protein 1A [Source:UniProtKB/Swiss-Prot;Acc:Q9M0L0]"
3.6170578002929688	2.3268759365765504E-11	4.718692865201192E-8	"AOC3"	"AT3G25780"	"257644_at"	"Allene oxide cyclase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LS01]"
3.5983686447143555	3.3919653031459982E-9	1.327448596794347E-6	""	"AT5G35735"	"249719_at"	""
3.595466136932373	0.0054608327604723115	0.021795257516192136	"EDL3"	"AT3G63060"	"251156_at"	"EID1-like F-box protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q93ZT5]"
3.5853614807128906	7.230411410007256E-7	5.21106211893857E-5	"NAC002"	"AT1G01720"	"261564_at"	"NAC domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q39013]"
3.563290596008301	2.4143962587789326E-7	2.6018327219604664E-5	""	"AT1G48100"	"260727_at"	""
3.5535812377929688	0.01493708835325331	0.0456003325435913	"LEA4-5"	"AT5G06760"	"250648_at"	"Late Embryogenesis Abundant 4-5 [Source:TAIR;Acc:AT5G06760]"
3.5490245819091797	3.216577073821153E-5	8.16808301637341E-4	"STP13"	"AT5G26340"	"246831_at"	"Sugar transport protein 13 [Source:UniProtKB/Swiss-Prot;Acc:Q94AZ2]"
3.527294158935547	3.799316287708615E-8	7.121962052934125E-6	"OPR3"	"AT2G06050"	"265530_at"	"12-oxophytodienoate reductase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FUP0]"
3.506010055541992	0.004772265512392739	0.019794519669941397	"RAB18"	"AT5G66400"	"247095_at"	"Dehydrin Rab18 [Source:UniProtKB/Swiss-Prot;Acc:P30185]"
3.4969568252563477	2.7883128699697456E-6	1.4864231432041225E-4	"CYP96A4"	"AT5G52320"	"248353_at"	"cytochrome P450, family 96, subfamily A, polypeptide 4 [Source:TAIR;Acc:AT5G52320]"
3.486300468444824	6.896316031363276E-7	5.0606244758212934E-5	"MYB96"	"AT5G62470"	"247455_at"	"myb domain protein 96 [Source:TAIR;Acc:AT5G62470]"
3.4746742248535156	3.4746367951290563E-7	3.151937881839613E-5	"PP2CA"	"AT3G11410"	"259231_at"	"Protein phosphatase 2C 37 [Source:UniProtKB/Swiss-Prot;Acc:P49598]"
3.4701223373413086	3.3226762943356417E-9	1.327448596794347E-6	"ERF13"	"AT2G44840"	"266821_at"	"Ethylene-responsive transcription factor 13 [Source:UniProtKB/Swiss-Prot;Acc:Q8L9K1]"
3.467855453491211	1.1733183763633665E-4	0.001813682086610314	"PUMP4"	"AT4G24570"	"254120_at"	"Mitochondrial uncoupling protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SB52]"
3.4455957412719727	2.4497560469395514E-8	5.413623025183907E-6	""	"AT5G65300"	"247177_at"	""
3.4408130645751953	3.363730728924651E-9	1.327448596794347E-6	"SRO5"	"AT5G62520"	"247431_at"	"Probable inactive poly [ADP-ribose] polymerase SRO5 [Source:UniProtKB/Swiss-Prot;Acc:Q9FJJ3]"
3.4341812133789062	3.13465778823823E-7	3.0010648618982918E-5	""	"AT5G52050"	"248392_at"	""
3.421377182006836	4.603968296360386E-7	3.8427537739359636E-5	"XBAT34"	"AT4G14365"	"245329_at"	"Putative E3 ubiquitin-protein ligase XBAT34 [Source:UniProtKB/Swiss-Prot;Acc:Q9FPH0]"
3.41544246673584	1.0608040469549139E-4	0.0017073128337246224	""	"AT3G56260"	"251725_at"	""
3.4151268005371094	4.888209439022198E-5	0.0010871514252868213	""	"AT1G11960"	"264389_at"	""
3.391913414001465	5.465094714584318E-5	0.0011599416536463595	"GOLS3"	"AT1G09350"	"264511_at"	"Galactinol synthase 3 [Source:UniProtKB/Swiss-Prot;Acc:O80518]"
3.3903627395629883	1.088643844100308E-6	7.184727287084489E-5	"SOV"	"AT1G77680"	"259704_at"	"Inactive exonuclease DIS3L2 [Source:UniProtKB/Swiss-Prot;Acc:Q0WPN0]"
3.3857107162475586	2.3117561483527413E-7	2.5528883366982475E-5	"ACS6"	"AT4G11280"	"254926_at"	"1-aminocyclopropane-1-carboxylate synthase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAR0]"
3.3700509071350098	4.7738762585762105E-5	0.0010715766741082836	"ATMYB102"	"AT4G21440"	"254413_at"	"MYB-like 102 [Source:TAIR;Acc:AT4G21440]"
3.3677573204040527	0.004420826343464234	0.018716145994241158	"DREB1F"	"AT1G12610"	"255937_at"	"Dehydration-responsive element-binding protein 1F [Source:UniProtKB/Swiss-Prot;Acc:Q9LN86]"
3.363048553466797	0.008693171501306761	0.030452037795171156	""	"AT5G53710"	"248218_at"	""
3.3604698181152344	2.287376897668312E-4	0.0027128022544315893	""	"AT4G30650"	"253627_at"	""
3.350071907043457	0.0025119354244662233	0.012772679168809675	"RAP2-6"	"AT1G43160"	"264415_at"	"Ethylene-responsive transcription factor RAP2-6 [Source:UniProtKB/Swiss-Prot;Acc:Q7G1L2]"
3.3170719146728516	0.005424570464359215	0.021681758349482355	""	"AT5G47330"	"248812_at"	""
3.316988945007324	3.3225501845142823E-6	1.6617965687435E-4	""	"AT1G21790"	"262496_at"	""
3.302919387817383	2.7938360980959914E-7	2.8710746591727265E-5	"APRR9"	"AT2G46670,AT2G46790"	"266720_s_at"	"Two-component response regulator-like APRR9 [Source:UniProtKB/Swiss-Prot;Acc:Q8L500]"
3.286426544189453	9.061791304557576E-6	3.437778548142277E-4	"ABI1"	"AT4G26080"	"253994_at"	"Protein phosphatase 2C 56 [Source:UniProtKB/Swiss-Prot;Acc:P49597]"
3.281829833984375	1.0959168949534976E-9	6.111654543931918E-7	"RAP2-13"	"AT1G22190"	"255926_at"	"Ethylene-responsive transcription factor RAP2-13 [Source:UniProtKB/Swiss-Prot;Acc:Q9LM15]"
3.2787704467773438	2.3927982783782293E-9	1.1325851540590582E-6	"HSPRO1"	"AT3G55840"	"251774_at"	"Nematode resistance protein-like HSPRO1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LY61]"
3.269362449645996	2.763164754844861E-9	1.2327583237264862E-6	""	"AT2G23120"	"267261_at"	""
3.2598743438720703	2.3462628511436483E-4	0.002760447543273279	"anac032"	"AT1G77450"	"259705_at"	"NAC domain containing protein 32 [Source:TAIR;Acc:AT1G77450]"
3.255154609680176	7.195170097132586E-11	9.595896698965543E-8	"AtRLP32"	"AT3G05650"	"258894_at"	"receptor like protein 32 [Source:TAIR;Acc:AT3G05650]"
3.2440309524536133	8.116159049390967E-7	5.711266874282785E-5	""	"AT1G14480"	"261476_at"	""
3.2437305450439453	2.112128646149771E-6	1.1904685397473735E-4	"PUB18"	"AT1G10560"	"263259_at"	"U-box domain-containing protein 18 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIJ5]"
3.2436351776123047	9.221467257030373E-5	0.0015772638127338672	""	"AT1G16850"	"256114_at"	""
3.2395505905151367	2.806384461386406E-12	2.0867339393382184E-8	"ATL80"	"AT1G20823"	"256093_at"	"RING-H2 finger protein ATL80 [Source:UniProtKB/Swiss-Prot;Acc:Q9LM69]"
3.2345800399780273	1.227109542756047E-4	0.001861896447281042	"APRR5"	"AT5G24470"	"249741_at"	"pseudo-response regulator 5 [Source:TAIR;Acc:AT5G24470]"
3.2238874435424805	1.8556420234757563E-8	4.593277693805337E-6	""	"AT3G10930"	"256442_at"	""
3.214278221130371	8.540029803732228E-7	5.949333166908573E-5	""	"AT2G18210"	"265327_at"	""
3.2062692642211914	6.754473175950076E-7	5.0057153865753606E-5	"PUMP5"	"AT2G22500"	"264000_at"	"Mitochondrial uncoupling protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJY5]"
3.165848731994629	1.9608127065130646E-4	0.0024739733622277673	""	"AT2G24600"	"263800_at"	""
3.1603469848632812	1.897951906336094E-11	4.486562621275939E-8	""	"AT4G12000"	"254850_at"	""
3.1599340438842773	5.185571214254509E-7	4.18083415358621E-5	"COR47"	"AT1G20440"	"259570_at"	"Dehydrin COR47 [Source:UniProtKB/Swiss-Prot;Acc:P31168]"
3.150862693786621	1.655072982741369E-6	9.819072613300989E-5	"CYP81F2"	"AT5G57220"	"247949_at"	"cytochrome P450, family 81, subfamily F, polypeptide 2 [Source:TAIR;Acc:AT5G57220]"
3.1506271362304688	3.721110238817097E-5	9.09165455611095E-4	"UGT79B2,UGT79B3"	"AT4G27560,AT4G27570"	"253879_s_at"	"UGT79B2:UDP-glycosyltransferase 79B2 [Source:UniProtKB/Swiss-Prot;Acc:Q9T080], UGT79B3:UDP-glycosyltransferase 79B3 [Source:UniProtKB/Swiss-Prot;Acc:Q9T081]"
3.145397186279297	3.055563516153717E-6	1.5597358204769097E-4	"WRKY30"	"AT5G24110"	"249770_at"	"Probable WRKY transcription factor 30 [Source:UniProtKB/Swiss-Prot;Acc:Q9FL62]"
3.1451168060302734	5.386836202370876E-11	8.010943677752476E-8	"SCL13"	"AT4G17230"	"245247_at"	"SCARECROW-like 13 [Source:TAIR;Acc:AT4G17230]"
3.1437034606933594	4.743107223790568E-10	3.111896848267536E-7	""	"AT4G20830"	"254432_at"	""
3.1315383911132812	2.3281261651613695E-10	1.8547682273662382E-7	"CZF1"	"AT2G40140"	"263379_at"	"Zinc finger CCCH domain-containing protein 29 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEE6]"
3.123295783996582	4.64054496087578E-8	8.215606066845715E-6	"ATL45"	"AT4G35480"	"253140_at"	"RING-H2 finger protein ATL45 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZT49]"
3.1080756187438965	3.927896789627335E-7	3.4093227115259515E-5	""	"AT5G52760"	"248322_at"	""
3.1014175415039062	1.7788164999010843E-7	2.099474056258915E-5	"WRKY33"	"AT2G38470"	"267028_at"	"Probable WRKY transcription factor 33 [Source:UniProtKB/Swiss-Prot;Acc:Q8S8P5]"
3.092378616333008	4.3761504150010876E-10	2.9581450699220983E-7	""	"AT2G32210"	"265670_s_at"	""
3.091996192932129	5.755326941342832E-6	2.446560958241866E-4	"ERF6"	"AT4G17490"	"245250_at"	"Ethylene-responsive transcription factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ91]"
3.0866928100585938	7.373946900674171E-11	9.595896698965543E-8	"RAP2-4"	"AT1G78080"	"262135_at"	"Ethylene-responsive transcription factor RAP2-4 [Source:UniProtKB/Swiss-Prot;Acc:Q8H1E4]"
3.0774784088134766	1.5550291828186757E-6	9.468427918547513E-5	"CYP707A3"	"AT5G45340"	"248964_at"	"Abscisic acid 8'-hydroxylase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FH76]"
3.0742368698120117	5.872143356289709E-7	4.58411904490038E-5	"MYB15"	"AT3G23250"	"257919_at"	"myb domain protein 15 [Source:TAIR;Acc:AT3G23250]"
3.0721540451049805	6.40586865337295E-12	2.857914241015808E-8	"CCX2"	"AT5G17850"	"250053_at"	"Cation/calcium exchanger 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKP2]"
3.0686769485473633	4.775228682471553E-9	1.7180810680627893E-6	"AR781"	"AT2G26530"	"245041_at"	"Protein of unknown function (DUF1645) [Source:TAIR;Acc:AT2G26530]"
3.0660572052001953	1.622574874972275E-7	1.9671074856525294E-5	"PEP3"	"AT5G64905"	"247215_at"	"Elicitor peptide 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8LAX3]"
3.0223426818847656	2.037204880177675E-5	6.043075699750452E-4	"PYL7"	"AT4G01026"	"255602_at"	"Abscisic acid receptor PYL7 [Source:UniProtKB/Swiss-Prot;Acc:Q1ECF1]"
3.015019416809082	3.848360846984383E-11	6.13181324383433E-8	""	"AT1G61890"	"264289_at"	""
3.0138473510742188	5.81377851769946E-7	4.58411904490038E-5	""	"AT3G04640"	"258792_at"	""
3.003843307495117	6.125059744664729E-10	3.9037630778353176E-7	""	"AT3G21890"	"257262_at"	""
2.991469383239746	5.655426043091022E-6	2.435436076124159E-4	"WRKY28"	"AT4G18170"	"254652_at"	"Probable WRKY transcription factor 28 [Source:UniProtKB/Swiss-Prot;Acc:Q8VWJ2]"
2.986835479736328	4.0872544246365484E-7	3.5202465038751925E-5	"anac036"	"AT2G17040"	"263584_at"	"NAC domain containing protein 36 [Source:TAIR;Acc:AT2G17040]"
2.9851531982421875	8.00903241565585E-4	0.005900181178865094	"SIS"	"AT5G02020"	"251039_at"	"Encodes a protein involved in salt tolerance, names SIS (Salt Induced Serine rich). [Source:TAIR;Acc:AT5G02020]"
2.976694107055664	1.539701098000904E-6	9.435745162941254E-5	""	"AT4G39670"	"252908_at"	""
2.959930419921875	1.85267847680014E-8	4.593277693805337E-6	""	"AT2G32190"	"265674_at"	""
2.9390344619750977	4.406505556846188E-4	0.0040450995661139065	""	"AT1G67920"	"260005_at"	""
2.935257911682129	2.0156685861844888E-4	0.0025119298364421326	"AFP1"	"AT1G69260"	"260357_at"	"Ninja-family protein AFP1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQ98]"
2.9208545684814453	4.0696341810975665E-6	1.9114133905801612E-4	"WRKY46"	"AT2G46400"	"263783_at"	"Probable WRKY transcription factor 46 [Source:UniProtKB/Swiss-Prot;Acc:Q9SKD9]"
2.9153289794921875	4.456753468004537E-6	2.0414127230139058E-4	""	"AT3G02800"	"257536_at"	""
2.906407356262207	3.0462164813252834E-8	6.29184731934473E-6	""	"AT5G10695"	"246018_at"	""
2.895724296569824	0.0014737897987487632	0.008904612416221196	""	"AT1G56300"	"256221_at"	""
2.8930187225341797	1.3596648625665477E-4	0.0019735699624687073	"WRKY53"	"AT4G23810"	"254231_at"	"Probable WRKY transcription factor 53 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUP6]"
2.8917431831359863	7.408143522782921E-6	2.97753977590484E-4	""	"AT1G21110"	"261450_s_at"	""
2.8847274780273438	2.5851000363830585E-6	1.3996559832911865E-4	"CYP94B1"	"AT5G63450"	"247360_at"	"Cytochrome P450 94B1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMV7]"
2.8579487800598145	5.399279526344137E-6	2.361602517532523E-4	""	"AT3G02840"	"258606_at"	""
2.855696678161621	6.972719424602461E-8	1.0876954699622875E-5	"AGP1"	"AT5G64310"	"247279_at"	"Classical arabinogalactan protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8LCN5]"
2.852130889892578	2.810080187957561E-6	1.488942013129912E-4	""	"AT5G63130"	"247393_at"	""
2.8411550521850586	1.2821673850425284E-7	1.6923850803635315E-5	""	"AT3G57760"	"251603_at"	""
2.8394765853881836	1.5479524570021063E-8	4.012225431304067E-6	"TIFY 5B"	"AT2G34600"	"266901_at"	"Protein TIFY 5B [Source:UniProtKB/Swiss-Prot;Acc:O64687]"
