"Log-ratio"	"p-value"	"minFDR"	"MSU Locus"	"Gene"	"Measure"	"Description"
4.8906638622283936	1.9376695277018211E-4	0.0020328311700885788	"LOC_Os04g40990"	"LOC_Os04g40990"	"LOC_Os04g40990"	"malate synthase, glyoxysomal, putative, expressed"
4.724233865737915	5.9323572316014346E-8	8.20584014161318E-6	"LOC_Os01g73200"	"LOC_Os01g73200"	"LOC_Os01g73200"	"peroxidase precursor, putative, expressed"
4.688000679016113	8.083153042489831E-16	1.693905551584169E-11	"LOC_Os02g14770"	"LOC_Os02g14770"	"LOC_Os02g14770"	"phosphoenolpyruvate carboxylase, putative, expressed"
4.675076961517334	5.28622271798372E-4	0.004358767785877113	"LOC_Os09g34250"	"LOC_Os09g34250"	"LOC_Os09g34250"	"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
4.6394407749176025	1.0953753669223652E-4	0.0013195469478685525	"LOC_Os03g38540"	"LOC_Os03g38540"	"LOC_Os03g38540"	"folic acid binding protein, putative, expressed"
4.618415474891663	1.677133932789445E-9	1.0814159598626341E-6	"LOC_Os05g10650"	"LOC_Os05g10650"	"LOC_Os05g10650"	"6-phosphofructokinase, putative, expressed"
4.601862668991089	8.37718883011584E-8	1.0019017224400163E-5	"LOC_Os12g42970"	"LOC_Os12g42970"	"LOC_Os12g42970"	"GATA zinc finger domain containing protein, expressed"
4.48598700761795	7.152834258061001E-5	9.679999658503476E-4	"LOC_Os12g39400"	"LOC_Os12g39400"	"LOC_Os12g39400"	"ZOS12-09 - C2H2 zinc finger protein, expressed"
4.485548496246338	0.0014150756337681335	0.009466664000397447	"LOC_Os06g36560"	"LOC_Os06g36560"	"LOC_Os06g36560"	"inositol oxygenase, putative, expressed"
4.412835359573364	8.262510020721856E-4	0.006209572005568323	"LOC_Os12g03050"	"LOC_Os12g03050"	"LOC_Os12g03050"	"no apical meristem protein, putative, expressed"
4.385401248931885	4.8166017922870926E-4	0.004057406190166444	"LOC_Os04g25060"	"LOC_Os04g25060"	"LOC_Os04g25060"	"cysteine-rich receptor-like protein kinase, putative, expressed"
4.265521049499512	1.223637400544829E-4	0.0014351767285107648	"LOC_Os06g13560"	"LOC_Os06g13560"	"LOC_Os06g13560"	"SAM dependent carboxyl methyltransferase, putative, expressed"
4.216325759887695	1.1941137848770516E-8	3.108552605699813E-6	"LOC_Os07g42160"	"LOC_Os07g42160"	"LOC_Os07g42160"	"HD domain containing protein, putative, expressed"
4.211805820465088	3.843842831828142E-12	1.4645740069780097E-8	"LOC_Os04g50970"	"LOC_Os04g50970"	"LOC_Os04g50970"	"seed specific protein Bn15D1B, putative, expressed"
4.197689384222031	2.6988377673505996E-4	0.002599717042178771	"LOC_Os12g33830"	"LOC_Os12g33830"	"LOC_Os12g33830"	"OsFBX449 - F-box domain containing protein, expressed"
4.191477417945862	1.7817569861311002E-4	0.0019167607495566396	"LOC_Os03g57880"	"LOC_Os03g57880"	"LOC_Os03g57880"	"glucan endo-1,3-beta-glucosidase precursor, putative, expressed"
4.145078659057617	2.013126213379155E-4	0.002086739869717761	"LOC_Os08g02030"	"LOC_Os08g02030"	"LOC_Os08g02030"	"transferase family protein, putative, expressed"
4.075778484344482	2.0334024908310878E-6	8.163215057060589E-5	"LOC_Os01g42860"	"LOC_Os01g42860"	"LOC_Os01g42860"	"inhibitor I family protein, putative, expressed"
4.06985068321228	0.003774612572119412	0.020604527497091532	"LOC_Os11g26790"	"LOC_Os11g26790"	"LOC_Os11g26790"	"dehydrin, putative, expressed"
4.002384185791016	7.86839588556538E-9	2.395576685084788E-6	"LOC_Os02g54254"	"LOC_Os02g54254"	"LOC_Os02g54254"	"saccharopine dehydrogenase, putative, expressed"
4.000303745269775	0.008265124310498993	0.03858408221225594	"LOC_Os01g38580"	"LOC_Os01g38580"	"LOC_Os01g38580"	"beta,beta-carotene 9,10-dioxygenase, putative, expressed"
3.973517417907715	0.009236522932858772	0.04210847614383022	"LOC_Os10g31780"	"LOC_Os10g31780"	"LOC_Os10g31780"	"oxidoreductase, short chain dehydrogenase/reductase family domain containing protein, expressed"
3.8971478939056396	3.3930912656173953E-6	1.1733600752851178E-4	"LOC_Os10g28350"	"LOC_Os10g28350"	"LOC_Os10g28350"	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase protein, putative, expressed"
3.865100145339966	4.5299010955681003E-4	0.0038651713093943454	"LOC_Os06g05420"	"LOC_Os06g05420"	"LOC_Os06g05420"	"expressed protein"
3.835626482963562	0.008864914779961106	0.04071740364468273	"LOC_Os07g36430"	"LOC_Os07g36430"	"LOC_Os07g36430"	"expressed protein"
3.817265510559082	4.399070220938234E-5	6.857642555529153E-4	"LOC_Os08g39730"	"LOC_Os08g39730"	"LOC_Os08g39730"	"cytochrome P450, putative, expressed"
3.8070621490478516	0.0013684502509249616	0.009210612962384292	"LOC_Os05g49940"	"LOC_Os05g49940"	"LOC_Os05g49940"	"expressed protein"
3.7885924577713013	4.974956504801522E-7	3.2681877277310564E-5	"LOC_Os07g02920"	"LOC_Os07g02920"	"LOC_Os07g02920"	"DUF538 domain containing protein, putative, expressed"
3.7671077251434326	0.005501235210683602	0.027882704373301103	"LOC_Os02g47660"	"LOC_Os02g47660"	"LOC_Os02g47660"	"basic helix-loop-helix, putative, expressed"
3.6973953247070312	4.231007173408174E-6	1.3546980340098044E-4	"LOC_Os05g46480"	"LOC_Os05g46480"	"LOC_Os05g46480"	"late embryogenesis abundant protein, group 3, putative, expressed"
3.680720567703247	8.749744183959313E-4	0.00648142944924183	"LOC_Os09g33530"	"LOC_Os09g33530"	"LOC_Os09g33530"	"expressed protein"
3.670035719871521	5.417267806233362E-6	1.5935680296731637E-4	"LOC_Os03g61670"	"LOC_Os03g61670"	"LOC_Os03g61670"	"calreticulin precursor, putative, expressed"
3.655074119567871	1.9949265662094562E-5	3.8943345245910914E-4	"LOC_Os11g07440"	"LOC_Os11g07440"	"LOC_Os11g07440"	"plant neutral invertase domain containing protein, expressed"
3.619074046611786	0.005038012500071488	0.025962520583179174	"LOC_Os11g26780"	"LOC_Os11g26780"	"LOC_Os11g26780"	"dehydrin, putative, expressed"
3.6073392033576965	0.002935900888088479	0.016895438421195157	"LOC_Os03g57640"	"LOC_Os03g57640"	"LOC_Os03g57640"	"gibberellin receptor GID1L2, putative, expressed"
3.6008219718933105	6.0151585140721955E-5	8.554710676681162E-4	"LOC_Os01g57066"	"LOC_Os01g57066"	"LOC_Os01g57066"	"transmembrane protein 49, putative, expressed"
3.592360019683838	6.040055352052064E-11	8.927952740955649E-8	"LOC_Os02g32520"	"LOC_Os02g32520"	"LOC_Os02g32520"	"ERD1 protein, chloroplast precursor, putative, expressed"
3.592185318470001	1.0823152291979227E-4	0.001308770798792364	"LOC_Os05g47840"	"LOC_Os05g47840"	"LOC_Os05g47840"	"IPP transferase, putative, expressed"
3.5857192277908325	2.584594862627908E-6	9.620385424730096E-5	"LOC_Os06g50930"	"LOC_Os06g50930"	"LOC_Os06g50930"	"rhodanese-like domain containing protein, putative, expressed"
3.577357292175293	0.002271048606785771	0.01375062918280979	"LOC_Os07g48450"	"LOC_Os07g48450"	"LOC_Os07g48450"	"no apical meristem protein, putative, expressed"
3.573101282119751	8.267084872747471E-4	0.0062106123173793154	"LOC_Os07g43240"	"LOC_Os07g43240"	"LOC_Os07g43240"	"SKP1-like protein 1B, putative, expressed"
3.502983808517456	0.0027229857271875027	0.01589716921547327	"LOC_Os10g22520"	"LOC_Os10g22520"	"LOC_Os10g22520"	"cellulase, putative, expressed"
3.4915950298309326	1.1007928968124507E-4	0.0013242374251206496	"LOC_Os03g12890"	"LOC_Os03g12890"	"LOC_Os03g12890"	"aminotransferase domain containing protein, putative, expressed"
3.4691003262996674	2.4951422609144835E-5	4.590711257218957E-4	"LOC_Os01g66530"	"LOC_Os01g66530"	"LOC_Os01g66530"	"ARGOS, putative, expressed"
3.460611566901207	0.0014438372072155764	0.009619155146847757	"LOC_Os07g22730"	"LOC_Os07g22730"	"LOC_Os07g22730"	"AP2 domain containing protein, expressed"
3.4593586921691895	6.177482093140719E-11	8.927952740955649E-8	"LOC_Os06g14750"	"LOC_Os06g14750"	"LOC_Os06g14750"	"phosphatidylinositol-4-phosphate 5-Kinase family protein, putative, expressed"
3.4365270137786865	7.325079499422193E-6	1.9517401905898472E-4	"LOC_Os11g37700"	"LOC_Os11g37700"	"LOC_Os11g37700"	"pleiotropic drug resistance protein, putative, expressed"
3.4283370971679688	4.806692707615218E-6	1.4769655774308577E-4	"LOC_Os03g53800"	"LOC_Os03g53800"	"LOC_Os03g53800"	"periplasmic beta-glucosidase precursor, putative, expressed"
3.426013469696045	8.818270059306497E-5	0.0011196344584236714	"LOC_Os02g39330"	"LOC_Os02g39330"	"LOC_Os02g39330"	"CHIT1 - Chitinase family protein precursor, expressed"
3.4205124378204346	0.006850449437981977	0.03326015625922716	"LOC_Os03g08470"	"LOC_Os03g08470"	"LOC_Os03g08470"	"AP2 domain containing protein, expressed"
3.4004859924316406	3.742127385678197E-5	6.133752170064317E-4	"LOC_Os05g07940"	"LOC_Os05g07940"	"LOC_Os05g07940"	"glyoxalase family protein, putative, expressed"
3.3873943090438843	0.009204243645657174	0.041990667212015186	"LOC_Os10g21590"	"LOC_Os10g21590"	"LOC_Os10g21590"	"transporter family protein, putative, expressed"
3.3774173259735107	2.1953905452228465E-4	0.0022300826110368383	"LOC_Os12g26290"	"LOC_Os12g26290"	"LOC_Os12g26290"	"alpha-DOX2, putative, expressed"
3.3691141605377197	2.725543190965431E-4	0.0026182206330447664	"LOC_Os03g07200"	"LOC_Os03g07200"	"LOC_Os03g07200"	"expressed protein"
3.3289237022399902	1.3557750763243092E-5	3.032190234733428E-4	"LOC_Os03g60080"	"LOC_Os03g60080"	"LOC_Os03g60080"	"NAC domain-containing protein 67, putative, expressed"
3.3052783012390137	1.1905317041866893E-5	2.764408021377979E-4	"LOC_Os02g13380"	"LOC_Os02g13380"	"LOC_Os02g13380"	"early nodulin 93 ENOD93 protein, putative, expressed"
3.2653777599334717	5.729297749017949E-5	8.244405687458162E-4	"LOC_Os03g12820"	"LOC_Os03g12820"	"LOC_Os03g12820"	"ATP8, putative, expressed"
3.254488468170166	0.004786375406383143	0.024923166360085763	"LOC_Os09g39850"	"LOC_Os09g39850"	"LOC_Os09g39850"	"AP2 domain containing protein, expressed"
3.246265172958374	0.008233274656405543	0.038468039795528694	"LOC_Os01g51570"	"LOC_Os01g51570"	"LOC_Os01g51570"	"glycosyl hydrolases family 17, putative, expressed"
3.223994016647339	1.4149853223873546E-6	6.567537633654352E-5	"LOC_Os06g35520"	"LOC_Os06g35520"	"LOC_Os06g35520"	"peroxidase precursor, putative, expressed"
3.216707944869995	2.66793623782474E-4	0.0025800310013777226	"LOC_Os01g04800"	"LOC_Os01g04800"	"LOC_Os01g04800"	"B3 DNA binding domain containing protein, expressed"
3.2163697481155396	0.009276077249039782	0.042249396833487864	"LOC_Os12g40180"	"LOC_Os12g40180"	"LOC_Os12g40180"	"expressed protein"
3.208308458328247	0.004652458371892134	0.02438032449146576	"LOC_Os03g62230"	"LOC_Os03g62230"	"LOC_Os03g62230"	"ZOS3-24 - C2H2 zinc finger protein, expressed"
3.1964330673217773	0.0027714770040302497	0.016121879832465765	"LOC_Os10g38740"	"LOC_Os10g38740"	"LOC_Os10g38740"	"glutathione S-transferase, putative, expressed"
3.1907659769058228	3.865600774158895E-4	0.0034086905038196425	"LOC_Os02g45780"	"LOC_Os02g45780"	"LOC_Os02g45780"	"zinc finger, C3HC4 type domain containing protein, expressed"
3.174564838409424	3.323970426396526E-5	5.644823683595267E-4	"LOC_Os02g09810"	"LOC_Os02g09810"	"LOC_Os02g09810"	"amino acid transporter, putative, expressed"
3.170512318611145	2.2391506734315098E-4	0.0022635620604163397	"LOC_Os12g22970"	"LOC_Os12g22970"	"LOC_Os12g22970"	"expressed protein"
3.1697535514831543	1.4630685806375267E-4	0.001641770558277912	"LOC_Os01g27210"	"LOC_Os01g27210"	"LOC_Os01g27210"	"glutathione S-transferase, putative, expressed"
3.1606711745262146	0.00296308951896227	0.017004505818258707	"LOC_Os11g26570"	"LOC_Os11g26570"	"LOC_Os11g26570"	"dehydrin, putative, expressed"
3.154285103082657	1.2191995173311404E-4	0.0014309462383193155	"LOC_Os09g03200"	"LOC_Os09g03200"	"LOC_Os09g03200"	"expressed protein"
3.1441617012023926	0.0027740902061816836	0.016131848762327948	"LOC_Os04g25650"	"LOC_Os04g25650"	"LOC_Os04g25650"	"cysteine-rich receptor-like protein kinase, putative, expressed"
3.132448673248291	0.007546671174287831	0.0359304875902251	"LOC_Os02g07870"	"LOC_Os02g07870"	"LOC_Os02g07870"	"ATP synthase, putative, expressed"
3.1103744506835938	0.004174074344448786	0.022351322847136517	"LOC_Os01g03720"	"LOC_Os01g03720"	"LOC_Os01g03720"	"MYB family transcription factor, putative, expressed"
3.1045761108398438	1.6325871432410166E-8	3.796091410787547E-6	"LOC_Os08g40680"	"LOC_Os08g40680"	"LOC_Os08g40680"	"glycosyl hydrolase, putative, expressed"
3.0889744758605957	9.602845652639825E-4	0.006968048251271473	"LOC_Os03g50040"	"LOC_Os03g50040"	"LOC_Os03g50040"	"phytanoyl-CoA dioxygenase, putative, expressed"
3.0860941410064697	9.421093384787026E-5	0.0011776226243459405	"LOC_Os11g19470"	"LOC_Os11g19470"	"LOC_Os11g19470"	"hypothetical protein"
3.0812294483184814	2.2686398512804367E-4	0.0022829107670315884	"LOC_Os05g39250"	"LOC_Os05g39250"	"LOC_Os05g39250"	"phosphatidylethanolamine-binding protein, putative, expressed"
3.064176559448242	3.906464386470676E-4	0.003436369137025034	"LOC_Os08g37874"	"LOC_Os08g37874"	"LOC_Os08g37874"	"2-nitropropane dioxygenase family, putative, expressed"
3.018390655517578	2.6333807682906766E-10	2.6919574331853375E-7	"LOC_Os04g28210"	"LOC_Os04g28210"	"LOC_Os04g28210"	"verticillium wilt disease resistance protein, putative, expressed"
3.018293857574463	1.1438710585695192E-4	0.0013643120036074471	"LOC_Os01g06740"	"LOC_Os01g06740"	"LOC_Os01g06740"	"ribosome inactivating protein, putative, expressed"
3.0048398971557617	5.5696103256499444E-5	8.08007988814955E-4	"LOC_Os10g37340"	"LOC_Os10g37340"	"LOC_Os10g37340"	"cystathionine gamma-synthase, putative, expressed"
2.9863059520721436	6.098838762336486E-5	8.63462213991062E-4	"LOC_Os06g46740"	"LOC_Os06g46740"	"LOC_Os06g46740"	"early nodulin 20 precursor, putative, expressed"
2.975552797317505	0.007261147623717268	0.03484020826619784	"LOC_Os01g41430"	"LOC_Os01g41430"	"LOC_Os01g41430"	"UDP-glucoronosyl and UDP-glucosyl transferase, putative, expressed"
2.9752756357192993	8.227346182855031E-5	0.0010672378001108638	"LOC_Os07g36544"	"LOC_Os07g36544"	"LOC_Os07g36544"	"serine/threonine-protein kinase receptor precursor, putative, expressed"
2.9476404190063477	0.0011613392869194372	0.008082705445594064	"LOC_Os07g26550"	"LOC_Os07g26550"	"LOC_Os07g26550"	"expressed protein"
2.9466559886932373	6.338667264033417E-4	0.0050325103688230455	"LOC_Os06g11210"	"LOC_Os06g11210"	"LOC_Os06g11210"	"12-oxophytodienoate reductase, putative, expressed"
2.917891025543213	1.6730632052824442E-4	0.001823704162803584	"LOC_Os08g13440"	"LOC_Os08g13440"	"LOC_Os08g13440"	"cupin domain containing protein, expressed"
2.917334645986557	3.63317056847408E-4	0.0032544361642775775	"LOC_Os04g27800"	"LOC_Os04g27800"	"LOC_Os04g27800"	"expressed protein"
2.9154181480407715	2.8306931242030784E-5	5.0228624141236E-4	"LOC_Os01g44050"	"LOC_Os01g44050"	"LOC_Os01g44050"	"siroheme synthase, putative, expressed"
2.913869261741638	2.7067137819829876E-5	4.870922629045555E-4	"LOC_Os10g25400"	"LOC_Os10g25400"	"LOC_Os10g25400"	"GDSL-like lipase/acylhydrolase, putative, expressed"
2.9094738960266113	2.005638194711414E-6	8.10610491964752E-5	"LOC_Os04g43200"	"LOC_Os04g43200"	"LOC_Os04g43200"	"caleosin related protein, putative, expressed"
2.900111824274063	0.0017865635017054354	0.011367610366400214	"LOC_Os09g25420"	"LOC_Os09g25420"	"LOC_Os09g25420"	"ZOS9-06 - C2H2 zinc finger protein, expressed"
2.897015929222107	0.0028619873544052546	0.01655418354924552	"LOC_Os01g02900"	"LOC_Os01g02900"	"LOC_Os01g02900"	"glycosyltransferase, putative, expressed"
2.89156174659729	5.768299543103237E-4	0.00468075451017508	"LOC_Os03g58790"	"LOC_Os03g58790"	"LOC_Os03g58790"	"ATPase, putative, expressed"
2.8890429735183716	1.0312413231799625E-4	0.0012579233695162195	"LOC_Os05g25390"	"LOC_Os05g25390"	"LOC_Os05g25390"	"tyrosine protein kinase domain containing protein, putative, expressed"
2.8753926753997803	9.78888576347227E-4	0.007077312060007759	"LOC_Os08g26880"	"LOC_Os08g26880"	"LOC_Os08g26880"	"bZIP transcription factor domain containing protein, expressed"
2.8687541484832764	0.007658051062385139	0.036369562474733635	"LOC_Os11g35040"	"LOC_Os11g35040"	"LOC_Os11g35040"	"aminotransferase, classes I and II, domain containing protein, expressed"
2.863517642021179	6.728655125312449E-4	0.005282101397491953	"LOC_Os10g23240"	"LOC_Os10g23240"	"LOC_Os10g23240"	"expressed protein"
2.8393967151641846	5.2410506062016804E-5	7.723731118393981E-4	"LOC_Os11g10470"	"LOC_Os11g10470"	"LOC_Os11g10470"	"expressed protein"
2.836609423160553	0.009431398047712649	0.0427964513376475	"LOC_Os03g45960"	"LOC_Os03g45960"	"LOC_Os03g45960"	"thaumatin, putative, expressed"
2.8238905668258667	1.1857354918935213E-4	0.0013995084746899822	"LOC_Os09g27500"	"LOC_Os09g27500"	"LOC_Os09g27500"	"cytochrome P450, putative, expressed"
2.8195319175720215	6.582488122097497E-5	9.127785759636645E-4	"LOC_Os02g53130"	"LOC_Os02g53130"	"LOC_Os02g53130"	"nitrate reductase, putative, expressed"
2.7958340644836426	1.4802248926066856E-6	6.758081230820414E-5	"LOC_Os01g09010"	"LOC_Os01g09010"	"LOC_Os01g09010"	"transferase family protein, putative, expressed"
2.788398504257202	0.0043674776711304444	0.023194339096860007	"LOC_Os03g61150"	"LOC_Os03g61150"	"LOC_Os03g61150"	"expressed protein"
2.7862114906311035	0.010263222052441805	0.04586332899690169	"LOC_Os05g49900"	"LOC_Os05g49900"	"LOC_Os05g49900"	"3-ketoacyl-CoA synthase, putative, expressed"
2.7831826210021973	0.001583388811975613	0.010330478189215737	"LOC_Os01g12000"	"LOC_Os01g12000"	"LOC_Os01g12000"	"expressed protein"
2.7785086631774902	6.522073369633474E-8	8.730114534025286E-6	"LOC_Os01g59530"	"LOC_Os01g59530"	"LOC_Os01g59530"	"OsCML1 - Calmodulin-related calcium sensor protein, expressed"
2.7633352279663086	4.01319130350866E-6	1.3048942894697824E-4	"LOC_Os04g03164"	"LOC_Os04g03164"	"LOC_Os04g03164"	"expressed protein"
2.762202262878418	0.0033084993313823798	0.018577950693582302	"LOC_Os03g61360"	"LOC_Os03g61360"	"LOC_Os03g61360"	"hydrolase, alpha/beta fold family domain containing protein, expressed"
2.7561757564544678	5.397547828514651E-6	1.5931128492162398E-4	"LOC_Os08g39840"	"LOC_Os08g39840"	"LOC_Os08g39840"	"lipoxygenase, chloroplast precursor, putative, expressed"
2.754418134689331	1.7827489822280424E-6	7.501864994291336E-5	"LOC_Os01g39860"	"LOC_Os01g39860"	"LOC_Os01g39860"	"1-aminocyclopropane-1-carboxylate oxidase protein, putative, expressed"
2.7525436878204346	1.010566393466845E-4	0.0012391708216203162	"LOC_Os07g48010"	"LOC_Os07g48010"	"LOC_Os07g48010"	"peroxidase precursor, putative, expressed"
2.730311334133148	0.004756177023120019	0.024805420553760713	"LOC_Os02g32680"	"LOC_Os02g32680"	"LOC_Os02g32680"	"lectin receptor-type protein kinase, putative, expressed"
2.7262707948684692	4.152449974061552E-4	0.0036197479890363515	"LOC_Os05g10620"	"LOC_Os05g10620"	"LOC_Os05g10620"	"no apical meristem protein, putative, expressed"
2.717682719230652	8.429054320382453E-4	0.006298380274753234	"LOC_Os01g12520"	"LOC_Os01g12520"	"LOC_Os01g12520"	"mitochondrial carrier protein, putative, expressed"
2.7167211771011353	0.0010612422521343089	0.007545171377685013	"LOC_Os02g41840"	"LOC_Os02g41840"	"LOC_Os02g41840"	"DUF584 domain containing protein, putative, expressed"
2.712768316268921	4.271035389635504E-4	0.00369887805637703	"LOC_Os03g13210"	"LOC_Os03g13210"	"LOC_Os03g13210"	"peroxidase precursor, putative, expressed"
2.7055819034576416	1.8746581649291613E-4	0.0019876213763853024	"LOC_Os01g74490"	"LOC_Os01g74490"	"LOC_Os01g74490"	"heavy metal-associated domain containing protein, expressed"
2.697831392288208	0.0012324982816602544	0.00848078607469128	"LOC_Os08g07720"	"LOC_Os08g07720"	"LOC_Os08g07720"	"transferase family protein, putative, expressed"
2.6973603069782257	0.0013794239818303302	0.009265131077960384	"LOC_Os11g07911"	"LOC_Os11g07911"	"LOC_Os11g07911"	"expressed protein"
2.6880688667297363	4.9458699651423E-4	0.004146964305757313	"LOC_Os07g14150"	"LOC_Os07g14150"	"LOC_Os07g14150"	"cytidine deaminase, putative, expressed"
2.6747430562973022	0.004388539517397829	0.023282241113871446	"LOC_Os02g53990"	"LOC_Os02g53990"	"LOC_Os02g53990"	"cyclin-related protein, putative, expressed"
2.6741816997528076	0.0026350468539731576	0.015502538425564708	"LOC_Os04g53210"	"LOC_Os04g53210"	"LOC_Os04g53210"	"hydroxyacid oxidase 1, putative, expressed"
2.6644349098205566	3.964855965463598E-6	1.296217185838614E-4	"LOC_Os10g32680"	"LOC_Os10g32680"	"LOC_Os10g32680"	"expressed protein"
2.659712314605713	3.722107833675442E-7	2.6683298984719725E-5	"LOC_Os01g71624"	"LOC_Os01g71624"	"LOC_Os01g71624"	"expressed protein"
2.657454013824463	0.008683179347280323	0.040018029748537166	"LOC_Os07g44850"	"LOC_Os07g44850"	"LOC_Os07g44850"	"gibberellin receptor GID1L2, putative, expressed"
2.6561670303344727	0.007447002563375662	0.035565037766203365	"LOC_Os04g49160"	"LOC_Os04g49160"	"LOC_Os04g49160"	"zinc finger, C3HC4 type domain containing protein, expressed"
2.6522445678710938	0.0017964561866524798	0.011414959323071367	"LOC_Os10g41930"	"LOC_Os10g41930"	"LOC_Os10g41930"	"haloacid dehalogenase-like hydrolase family protein, putative, expressed"
2.6504517197608948	0.0019412273188425826	0.012147914851237883	"LOC_Os01g55340"	"LOC_Os01g55340"	"LOC_Os01g55340"	"dof zinc finger domain containing protein, putative, expressed"
2.6436996459960938	2.3547750165694523E-4	0.002345373823537521	"LOC_Os02g32490"	"LOC_Os02g32490"	"LOC_Os02g32490"	"AMP-binding enzyme, putative, expressed"
2.6340866088867188	2.92615015426889E-6	1.0509066432366556E-4	"LOC_Os01g07940"	"LOC_Os01g07940"	"LOC_Os01g07940"	"AGC_PVPK_like_kin82y.3 - ACG kinases include homologs to PKA, PKG and PKC, expressed"
2.6293445825576782	0.00389796058169493	0.021164830146391745	"LOC_Os01g60020"	"LOC_Os01g60020"	"LOC_Os01g60020"	"NAC domain transcription factor, putative, expressed"
2.60843026638031	2.9668156494900064E-4	0.002793109255100817	"LOC_Os04g49450"	"LOC_Os04g49450"	"LOC_Os04g49450"	"MYB family transcription factor, putative, expressed"
2.604203224182129	0.003615730766822404	0.01993193580153368	"LOC_Os03g22680"	"LOC_Os03g22680"	"LOC_Os03g22680"	"RING finger and CHY zinc finger domain-containing protein 1, putative, expressed"
