,,,,Gene Symbol,,,MAP65-8,MAP65-8,ADR1,ADR1,,,,,DTA4,DTA4,,,,,RDR3,RDR3,,,,,,,,,CID9,CID9,RPPL1,RPPL1,ASPG2,ASPG2,,,,,SDR5,SDR5,EDS1B,EDS1B,EDS1,EDS1,PAD4,PAD4,,,EDL3,EDL3,,,,,ADR1-L1,ADR1-L1,,,,,,,ADR1-L2,ADR1-L2,,,,,,,SAG101,SAG101,,,,,,,ADR1-L3,ADR1-L3,,,,,,,,,,
ABA study 15 (ros1-3) > Hormone,ABA study 15 (ros1-3) / mock treated seedling samples (ros1-3),AT-00735,3,3,-0.377468586,0.021213127,0.129148006,0.199262828,0.458967686,0.015857313,-0.088337421,0.675040841,-0.109620988,0.634917617,-1.335202932,0.001487423,0,1,-0.278636932,0.214141697,-0.33940047,0.024067782,-0.646111012,0.004947497,1.414955139,0.00070545,5.597242355,2.0805E-05,-0.324686408,0.337660581,0.442883134,0.058616482,-0.205258846,0.086105846,-0.692584276,0.0007793,-0.967949629,0.001015665,0.563043594,0.01176841,0,1,-1.062156796,0.00119505,-0.203142643,0.123790756,-0.390314102,0.066119812,1.481112957,8.65789E-05,2.555673361,3.44358E-05,-0.390909404,0.133929133,0,1,-0.354166985,0.004279875,0.416017711,0.101254396,0,1,1.114630222,0.000333529,0.097167969,0.126504168,-0.47969389,0.006270629,0.163144827,0.245908543,-0.134236336,0.112176865,0.411555767,0.047675595,0,1,-0.509841681,0.086753204,-0.655579567,0.036913894,0,1,-0.246264383,0.368649542,0,1,0.064262755,0.807588398,-0.442775488,0.004156752,0.003379822,0.972593546
ABA study 15 (ros1-4) > Hormone,ABA study 15 (ros1-4) / mock treated seedling samples (ros1-4),AT-00735,3,3,-0.275725126,0.117002591,-0.26570034,0.09576419,0.050366879,0.490388632,0.217144608,0.386874676,0.150981784,0.505455494,-1.176558733,0.003813884,0,1,-0.249551326,0.264339775,-0.049534827,0.674106121,-0.674911261,0.003152655,0.96014452,0.001135905,5.112759113,1.46798E-05,-0.098590568,0.732218623,0.409160614,0.05938239,-0.153461933,0.171650827,-0.693071127,0.006994218,-1.177955866,0.000181501,0.538842678,0.035895865,-0.084432423,0.71821171,-1.007455826,0.001148039,-0.182703257,0.055539969,-0.613979816,0.002902144,1.54003191,0.000361823,2.485438824,0.000192838,-0.230926692,0.36475414,0,1,-0.362164021,0.002968814,0.55347693,0.060228199,0,1,0.846995354,0.000299166,0.028058529,0.684303463,-0.099268436,0.378652126,0.000837326,0.995859027,-0.261060715,0.001814295,0.367974997,0.038687345,0,1,-0.063923359,0.73120904,-0.369080305,0.045631684,0,1,-0.239201784,0.311595619,0,1,0,1,-0.282046795,0.017827256,-0.037035704,0.679148734
B. cinerea study 2 (Col-0) > Biotic,B. cinerea study 2 (Col-0) / mock inoculated rosette leaf samples (Col-0),AT-00736,3,3,0.465831995,0.061673194,-0.656486273,0.003296379,1.410774946,0.000238743,0.149118021,0.285417557,0.068436533,0.341756135,-0.852225065,0.000197039,0,1,0.560023248,0.0116065,-0.112390801,0.04045872,-0.685701132,0.001370741,0.018820185,0.746350646,-0.405850947,0.059500199,-0.241084754,0.066166453,-1.063718557,0.000456343,0.701892972,0.000520281,-1.001201391,8.40907E-05,1.158836484,0.000818224,0.090070963,0.577183068,0,1,0.422783852,0.05484321,0.694731236,0.007793409,0.165445805,0.306509733,-0.881091356,0.029907852,0.175218821,0.497988045,0,1,0,1,0.887569427,0.000402568,0.173485816,0.133095831,0.028446568,0.820745766,0.905842304,1.53004E-05,0.96420145,0.000280101,-0.296219349,0.188033789,-0.991537213,0.000510861,-0.924829245,2.80436E-05,0.618276119,0.00014763,0,1,-0.019385969,0.879574478,-0.278335571,0.171083391,0.014433563,0.906926095,-0.026585706,0.769548595,0.033028226,0.794025064,1.773707032,0.001072798,0.1649189,0.022845471,0.313966751,0.042290069
B. cinerea study 2 (wrky33) > Biotic,B. cinerea study 2 (wrky33) / mock inoculated rosette leaf samples (wrky33),AT-00736,3,3,0.391513944,0.108139083,-0.575786352,0.000654062,2.083424568,1.42162E-05,0.844672561,0.000463979,-0.112345062,0.270180821,-0.413800955,0.010128993,0,1,0.280627608,0.041787714,-0.117300063,0.138477296,-0.804138541,0.0005691,0.023216236,0.840304613,0.234813213,0.217783436,-0.104885906,0.241232529,-1.110439777,0.001577166,2.011854172,8.03835E-06,-0.802960753,0.000599795,3.526683569,2.5402E-05,-0.189592838,0.287444353,0.023832515,0.853101194,2.164245844,0.000151085,2.548058987,1.81711E-05,2.812339306,1.97924E-05,0.222714186,0.422280937,0.934008121,0.108966514,-0.066082336,0.593809962,0,1,2.000241756,1.36954E-05,-0.084893644,0.27684918,0.019159554,0.881043375,0.916888237,0.002529249,1.86666441,1.90527E-05,-0.214899063,0.25097689,-0.663000226,0.001009271,-1.237338305,6.22049E-05,2.170722485,7.35286E-06,0,1,0.160584807,0.353794754,0.219983816,0.183387503,0.014440071,0.905676544,0.245694935,0.185389251,0,1,3.172245741,2.55311E-05,0.950222969,3.55137E-05,2.540552378,2.06066E-05
B. graminis f. sp. hordei A6 study 2 (pen2-1 pad4-1 sag101-2) > Biotic,B. graminis f. sp. hordei A6 study 2 (pen2-1 pad4-1 sag101-2) / B. graminis f. sp. hordei A6 (pen2-1 pad4-1 sag101-2),AT-00702,3,3,0.223816633,0.135997161,-0.088727474,0.186192721,1.242790937,0.00023492,0.024149271,0.844650745,-0.046276093,0.563264728,-0.492507398,0.009620753,0,1,0.090075493,0.51839304,-0.027175888,0.33083123,0.115705609,0.407678932,0.075725101,0.500166953,0.027928293,0.897016048,-0.011579216,0.911117256,-1.380184889,9.32845E-05,0.878596187,7.48514E-05,-1.528378248,4.82456E-05,2.403555393,7.35286E-06,0.881943703,0.001042436,0,1,1.500220537,0.00096024,1.598196983,0.000144061,0.395447493,0.085435882,-0.30817157,0.157944873,-0.581545711,0.001656729,0,1,0,1,1.253863335,1.4428E-05,-0.024927706,0.698179722,0.024149271,0.845016539,1.570534945,7.35286E-06,1.921942234,1.33113E-05,-0.495133638,0.085058078,-0.885664344,0.000273086,-1.655550957,7.35286E-06,-0.110556126,0.176369876,0,1,-0.033938531,0.788791776,-0.52940917,0.020775547,0,1,-0.007862166,0.946992099,0,1,0.772216499,0.003239808,1.318002939,7.35286E-06,0.590746284,0.041049782
B. graminis f. sp. hordei A6 study 2 (pen2-1 pad4-1 sag101-2 MLA1-HA) > Biotic,B. graminis f. sp. hordei A6 study 2 (pen2-1 pad4-1 sag101-2 MLA1-HA) / B. graminis f. sp. hordei A6 (pen2-1 pad4-1 sag101-2 MLA1-HA),AT-00702,3,6,0.259934545,0.033290721,0.101223469,0.086835273,1.06945014,8.58824E-08,0.067251585,0.395133466,-0.069359481,0.360888422,-0.380997539,0.001515045,0,1,0.282283485,0.023975272,-0.007621013,0.916732073,0.473383069,0.003229959,0.032695573,0.757347107,-0.528905511,0.003732162,0.032955825,0.771967113,-1.398177624,6.31132E-08,0.9259094,3.07547E-07,-1.52530396,2.20929E-07,2.072511196,1.60315E-08,0.615260363,0.000294795,0,1,1.567594767,6.69669E-08,1.684271336,1.84409E-07,0.28051281,0.000124979,-0.081797004,0.585409105,-0.467293441,0.001187383,0,1,0,1,1.283364296,1.17885E-08,-0.177368522,0.019027952,-0.025838345,0.811875403,1.617697239,1.17885E-08,1.893451214,1.17885E-08,-1.044842005,1.48769E-05,-0.879443944,3.59211E-06,-1.837030888,1.17885E-08,0.076272726,0.122567318,0,1,0,1,-0.409777641,0.000293558,-0.014068343,0.89526701,0.067527518,0.545061231,0,1,0.919132292,0.000296433,1.379946947,1.76911E-08,0.344412565,0.002161859
B. graminis f. sp. hordei A6 study 3 (pen2-1 pad4-1 sag101-2) > Biotic,B. graminis f. sp. hordei A6 study 3 (pen2-1 pad4-1 sag101-2) / B. graminis f. sp. hordei A6 (pen2-1 pad4-1 sag101-2),AT-00702,5,3,1.892254591,2.51161E-07,0.428994894,0.000587929,1.018535137,8.76475E-06,0.804108918,0.000653599,0.184319139,0.095253296,-0.452584147,9.61675E-05,0,1,0.053600747,0.592686653,-0.032521665,0.158887655,0.416874528,0.001363135,0.014417164,0.891870201,0.496534586,0.018551275,-0.003184617,0.96682775,-1.321601868,5.19438E-06,0.763451695,3.2133E-06,-1.663487911,9.09915E-08,0.963502347,3.40715E-06,0.669160366,0.000147794,0,1,2.555803299,1.58474E-07,1.118448257,3.91896E-06,1.649764776,7.09474E-07,-0.672273993,0.00120091,-0.426386833,0.002690548,0,1,0,1,0.71169281,3.19321E-05,-0.204100177,0.067524962,0,1,1.153318167,1.72833E-07,1.630270958,8.48225E-07,0.016958714,0.821440637,-0.983036637,5.19405E-06,-0.915736675,9.23618E-08,-1.424098492,1.29906E-06,0,1,0.006521214,0.946977556,-1.2458992,7.2326E-07,0.014739031,0.88209635,-0.050378084,0.641408682,0,1,0.259947479,0.016556676,0.802434683,3.16128E-07,1.488546014,1.64142E-06
B. graminis f. sp. hordei A6 study 3 (pen2-1 pad4-1 sag101-2 MLA1-HA) > Biotic,B. graminis f. sp. hordei A6 study 3 (pen2-1 pad4-1 sag101-2 MLA1-HA) / B. graminis f. sp. hordei A6 (pen2-1 pad4-1 sag101-2 MLA1-HA),AT-00702,7,6,1.978181601,1.61219E-10,0.558358192,3.83501E-07,1.171591759,1.0561E-11,0.686583459,1.85677E-06,0.108398646,0.105446398,-0.042706609,0.628586292,0,1,0.030781541,0.738283694,0.000335604,0.993364155,0.933537602,1.84499E-08,0.021581713,0.813140512,-0.00270915,0.976342976,-0.018944263,0.820694149,-0.914011955,4.67045E-09,0.638691068,1.7537E-08,-1.774206638,7.7656E-12,0.849340439,2.77629E-08,0.864193678,3.39447E-08,0,1,2.570780993,2.53009E-11,1.282132626,2.19649E-11,1.433595181,7.7656E-12,-0.251421213,0.048226748,-0.608439147,1.98489E-05,0,1,0,1,0.791848183,1.45839E-09,-0.251363665,0.004948313,-0.025838345,0.773268938,1.173486233,7.7656E-12,1.823675632,7.7656E-12,0.106689453,0.168670565,-0.761234164,1.13343E-08,-0.854597569,7.7656E-12,-1.22838521,1.95339E-10,0,1,0,1,-1.09118104,4.22777E-10,-0.014068343,0.874194086,0,1,0,1,0.334306031,0.001358671,0.85330224,1.25542E-11,1.363518953,7.63164E-11
B. graminis f. sp. hordei A6 study 4 (pen2-1 pad4-1 sag101-2) > Biotic,B. graminis f. sp. hordei A6 study 4 (pen2-1 pad4-1 sag101-2) / B. graminis f. sp. hordei A6 (pen2-1 pad4-1 sag101-2),AT-00702,3,3,0.033388376,0.776148796,0.134057045,0.049563687,0.751530647,0.001106936,1.391970038,0.000404747,0.281037718,0.013743641,-0.407642037,0.002549605,0,1,0.032682557,0.780362725,-0.046851117,0.093440451,0.227628827,0.056065463,0,1,0.708539963,0.006980718,0.060142517,0.703253508,-1.37873745,8.25587E-05,0.558280349,0.001504161,-1.533602476,2.29599E-05,0.654818714,0.001073621,0.417666435,0.017431963,0,1,2.923681736,9.46754E-06,1.48827076,2.44863E-05,0.692011356,0.002467062,-0.027267814,0.864670932,-0.237118065,0.041214075,0.096028335,0.485597491,0,1,0.244369507,0.013692567,-0.11694593,0.205191225,0,1,0.260431767,0.004761778,1.049108028,0.000223244,0.482694149,0.03576231,-0.881054699,0.000219419,-1.664700031,7.35286E-06,-0.755901337,0.000237552,0,1,0.026024535,0.82708627,-0.426656961,0.003533287,0.009562721,0.937381685,0.019218147,0.857074916,0,1,0.47473824,0.008875661,0.14939642,0.044580128,1.619066119,3.07162E-05
B. graminis f. sp. hordei A6 study 4 (pen2-1 pad4-1 sag101-2 MLA1-HA) > Biotic,B. graminis f. sp. hordei A6 study 4 (pen2-1 pad4-1 sag101-2 MLA1-HA) / B. graminis f. sp. hordei A6 (pen2-1 pad4-1 sag101-2 MLA1-HA),AT-00702,4,6,0.502876937,0.035396736,0.357520819,4.35448E-05,0.710491419,4.64133E-08,1.348212123,1.65901E-06,0.315633148,0.001637154,0.011175632,0.866726398,0,1,0.060117256,0.476058215,-0.018004917,0.726199687,0.532867551,0.000137284,0.010804392,0.906394958,0.475869656,0.001360385,-0.012221456,0.887589037,-1.083005667,2.46995E-08,0.546567321,5.49602E-07,-1.598524451,1.65353E-09,0.565856695,1.14146E-05,0.157624006,0.073110841,0,1,2.989218712,1.65353E-09,1.578647137,1.65353E-09,0.595688343,3.13252E-06,0.162849069,0.223620191,-0.169246614,0.096584961,0,1,0,1,0.401615143,2.61759E-07,-0.191905349,0.00491147,-0.025838345,0.773169041,0.266893864,0.000500126,1.362938881,7.16955E-09,0.172569275,0.067912661,-1.065908909,1.85059E-08,-1.584769249,1.65353E-09,-0.471908092,1.67927E-05,0,1,0,1,-0.469545841,0.000115826,-0.014068343,0.873174191,0.040960588,0.664896309,0,1,0.451938152,0.000278272,0.096083164,0.023532577,1.503229141,1.65353E-09
B. graminis f. sp. hordei K1 (pen2-1 pad4-1 sag101-2) > Biotic,B. graminis f. sp. hordei K1 (pen2-1 pad4-1 sag101-2) / B. graminis f. sp. hordei A6 (pen2-1 pad4-1 sag101-2),AT-00702,3,3,-0.322485059,0.02649745,0.221378803,0.015035268,0.00277257,0.977484763,0.024617314,0.832133293,0.058080211,0.307717025,-0.040881336,0.567809701,0,1,0,1,0.022670232,0.440166295,-0.081043243,0.651799977,0,1,-0.208065391,0.14933756,-0.155829728,0.117607288,-0.123922586,0.218198642,0.034058571,0.505293071,0.121747971,0.050846331,-0.020773306,0.645402312,-0.095647812,0.44247669,0,1,0.194375634,0.116721243,0.157266855,0.080251589,0.189314604,0.133384168,-0.421353638,0.063581809,0.339924216,0.038336817,0,1,0,1,0.079702854,0.23004517,0.055823848,0.388695002,0.050658021,0.675964475,-0.088738918,0.206317708,-0.08005619,0.322925031,-0.086378098,0.449376076,0.351580739,0.00426281,0.004400253,0.903849244,0.087049484,0.087522671,0,1,-0.033938531,0.780488968,-0.001833439,0.981508136,0,1,0.049067348,0.577373266,0,1,0,1,0.009601116,0.864488184,0.418784499,0.006136825
B. graminis f. sp. hordei K1 (pen2-1 pad4-1 sag101-2 MLA1-HA) > Biotic,B. graminis f. sp. hordei K1 (pen2-1 pad4-1 sag101-2 MLA1-HA) / B. graminis f. sp. hordei A6 (pen2-1 pad4-1 sag101-2 MLA1-HA),AT-00702,5,6,-0.299982995,0.002728488,0.496261835,2.44675E-06,-0.128051996,0.00027416,0.002187967,0.97482723,0.092429891,0.100432709,0.271478593,0.001643995,0,1,0,1,0.078032173,0.071078591,0.455323577,0.000159022,0.014153777,0.867589474,-0.61229372,3.70284E-05,0.022681475,0.816166759,-0.103109598,0.064631239,-0.144152284,0.004021848,0.278455496,2.64636E-05,-0.066055894,0.259491652,-0.024655342,0.741854012,0,1,0.327828348,0.000196809,0.293029308,2.46631E-06,-0.040729046,0.225781992,-0.351330638,0.011056036,0.103476107,0.204829305,0.008553938,0.922516048,0,1,-0.026554585,0.176530614,0.012869328,0.792844951,0.048943989,0.512686431,-0.248968601,0.000205728,-0.023065329,0.544908762,0.216200352,0.020265523,0.232003808,0.002132236,-0.022551537,0.118773893,0.109135151,0.008709192,0,1,0,1,0.447692871,1.21777E-05,-0.014068343,0.865086555,0.0302699,0.726367295,0,1,-0.023005448,0.783202887,-0.077051878,0.039145503,0.408706665,1.78295E-06
